order_id,order_line_id,customer_id,product_id,region,channel,item_quantity,order_amount,order_status,order_date
ORD0001506,ORD0001506-L2052,CUST000099,PROD000052,West,mobile,2,398.48,placed,2026-01-24
ORD0001506,ORD0001506-L1147,CUST000099,PROD000147,Northeast,web,1,261.38,placed,2026-01-24
ORD0001506,ORD0001506-L2170,CUST000099,PROD000170,Northeast,web,2,66.06,placed,2026-01-24
ORD0001506,ORD0001506-L2085,CUST000099,PROD000085,West,marketplace,2,928.3,placed,2026-01-24
ORD0001618,ORD0001618-L3057,CUST000454,PROD000057,Southeast,store,3,1204.74,placed,2026-01-24
ORD0001618,ORD0001618-L2071,CUST000454,PROD000071,Southeast,marketplace,2,179.98,placed,2026-01-24
ORD0001618,ORD0001618-L2047,CUST000454,PROD000047,Northeast,marketplace,2,278.9,placed,2026-01-24
ORD0001691,ORD0001691-L3057,CUST000457,PROD000057,Midwest,mobile,3,1144.5,placed,2026-01-24
ORD0001691,ORD0001691-L1033,CUST000457,PROD000033,Midwest,web,1,368.69,placed,2026-01-24
ORD0001691,ORD0001691-L3221,CUST000457,PROD000221,Northeast,mobile,3,646.02,placed,2026-01-24
ORD0001767,ORD0001767-L3114,CUST000337,PROD000114,Northeast,web,3,1255.11,placed,2026-01-24
ORD0001767,ORD0001767-L1164,CUST000337,PROD000164,West,store,1,16.77,placed,2026-01-24
ORD0001785,ORD0001785-L1126,CUST000395,PROD000126,Southeast,mobile,1,280.9,placed,2026-01-24
ORD0001785,ORD0001785-L2051,CUST000395,PROD000051,Southeast,web,2,768.62,placed,2026-01-24
ORD0001785,ORD0001785-L2017,CUST000395,PROD000017,West,store,2,595.36,placed,2026-01-24
ORD0001792,ORD0001792-L3146,CUST000298,PROD000146,Northeast,store,3,1028.28,placed,2026-01-24
ORD0001792,ORD0001792-L1008,CUST000298,PROD000008,Northeast,web,1,241.58,placed,2026-01-24
ORD0001792,ORD0001792-L3201,CUST000298,PROD000201,Southeast,marketplace,3,1050.21,placed,2026-01-24
ORD0001792,ORD0001792-L3217,CUST000298,PROD000217,Northeast,web,3,415.41,placed,2026-01-24
ORD0001821,ORD0001821-L3019,CUST000051,PROD000019,Midwest,web,3,901.02,placed,2026-01-24
ORD0001821,ORD0001821-L3184,CUST000051,PROD000184,West,mobile,3,1010.31,placed,2026-01-24
ORD0001821,ORD0001821-L3096,CUST000051,PROD000096,Northeast,marketplace,3,306.03,placed,2026-01-24
ORD0001821,ORD0001821-L1205,CUST000051,PROD000205,West,mobile,1,300.96,placed,2026-01-24
ORD0001957,ORD0001957-L3063,CUST000278,PROD000063,West,mobile,3,886.26,placed,2026-01-24
ORD0001957,ORD0001957-L2180,CUST000278,PROD000180,Midwest,store,2,669.88,placed,2026-01-24
ORD0001957,ORD0001957-L3042,CUST000278,PROD000042,Southeast,mobile,3,371.34,placed,2026-01-24
ORD0001959,ORD0001959-L2054,CUST000103,PROD000054,West,marketplace,2,451.68,placed,2026-01-24
ORD0001959,ORD0001959-L2084,CUST000103,PROD000084,Southeast,store,2,226.38,placed,2026-01-24
ORD0002197,ORD0002197-L3112,CUST000475,PROD000112,Midwest,web,3,706.8,placed,2026-01-24
ORD0002197,ORD0002197-L1056,CUST000475,PROD000056,Southeast,web,1,84.18,placed,2026-01-24
ORD0002197,ORD0002197-L1154,CUST000475,PROD000154,Northeast,mobile,1,317.2,placed,2026-01-24
ORD0002197,ORD0002197-L2044,CUST000475,PROD000044,Northeast,web,2,757.3,placed,2026-01-24
ORD0002199,ORD0002199-L1177,CUST000260,PROD000177,Midwest,web,1,35.77,placed,2026-01-24
ORD0002199,ORD0002199-L3199,CUST000260,PROD000199,Midwest,mobile,3,103.29,placed,2026-01-24
ORD0002199,ORD0002199-L1228,CUST000260,PROD000228,West,web,1,75.01,placed,2026-01-24
ORD0002199,ORD0002199-L3211,CUST000260,PROD000211,Midwest,marketplace,3,819.72,placed,2026-01-24
ORD0002205,ORD0002205-L2201,CUST000140,PROD000201,Northeast,mobile,2,737.0,placed,2026-01-24
ORD0002205,ORD0002205-L3048,CUST000140,PROD000048,Midwest,marketplace,3,1034.64,placed,2026-01-24
ORD0002205,ORD0002205-L2081,CUST000140,PROD000081,Midwest,store,2,456.02,placed,2026-01-24
ORD0002205,ORD0002205-L3032,CUST000140,PROD000032,Southeast,mobile,3,639.72,placed,2026-01-24
ORD0002294,ORD0002294-L1091,CUST000284,PROD000091,Southeast,store,1,189.64,placed,2026-01-24
ORD0002294,ORD0002294-L1140,CUST000284,PROD000140,West,marketplace,1,254.51,placed,2026-01-24
ORD0002301,ORD0002301-L2241,CUST000180,PROD000241,West,web,2,145.16,placed,2026-01-24
ORD0002301,ORD0002301-L3048,CUST000180,PROD000048,Southeast,mobile,3,982.92,placed,2026-01-24
ORD0002516,ORD0002516-L1155,CUST000396,PROD000155,West,store,1,151.96,placed,2026-01-24
ORD0002516,ORD0002516-L3247,CUST000396,PROD000247,Southeast,store,3,1031.64,placed,2026-01-24
ORD0002516,ORD0002516-L1238,CUST000396,PROD000238,Midwest,mobile,1,85.09,placed,2026-01-24
ORD0002600,ORD0002600-L2166,CUST000463,PROD000166,Southeast,mobile,2,445.32,placed,2026-01-24
ORD0002767,ORD0002767-L1118,CUST000386,PROD000118,Southeast,web,1,257.97,placed,2026-01-24
ORD0002767,ORD0002767-L1184,CUST000386,PROD000184,Midwest,web,1,303.09,placed,2026-01-24
ORD0002767,ORD0002767-L2056,CUST000386,PROD000056,West,mobile,2,159.5,placed,2026-01-24
ORD0002790,ORD0002790-L2081,CUST000496,PROD000081,Northeast,mobile,2,456.02,placed,2026-01-24
ORD0002790,ORD0002790-L2075,CUST000496,PROD000075,Midwest,store,2,534.34,placed,2026-01-24
ORD0002790,ORD0002790-L2131,CUST000496,PROD000131,West,web,2,330.06,placed,2026-01-24
ORD0002790,ORD0002790-L2016,CUST000496,PROD000016,Southeast,mobile,2,819.86,placed,2026-01-24
ORD0002866,ORD0002866-L2103,CUST000143,PROD000103,West,store,2,522.88,placed,2026-01-24
ORD0002935,ORD0002935-L3189,CUST000488,PROD000189,West,web,3,257.49,placed,2026-01-24
ORD0002935,ORD0002935-L3072,CUST000488,PROD000072,West,web,3,712.26,placed,2026-01-24
ORD0003049,ORD0003049-L2018,CUST000409,PROD000018,Southeast,marketplace,2,566.0,placed,2026-01-24
ORD0003076,ORD0003076-L3191,CUST000132,PROD000191,Northeast,mobile,3,917.61,placed,2026-01-24
ORD0003089,ORD0003089-L1107,CUST000321,PROD000107,Midwest,store,1,385.27,placed,2026-01-24
ORD0003089,ORD0003089-L2024,CUST000321,PROD000024,Northeast,web,2,470.3,placed,2026-01-24
ORD0003089,ORD0003089-L1171,CUST000321,PROD000171,Southeast,marketplace,1,198.19,placed,2026-01-24
ORD0003114,ORD0003114-L2035,CUST000027,PROD000035,West,mobile,2,828.3,placed,2026-01-24
ORD0003114,ORD0003114-L2075,CUST000027,PROD000075,Midwest,mobile,2,534.34,placed,2026-01-24
ORD0003114,ORD0003114-L1165,CUST000027,PROD000165,Midwest,web,1,440.41,placed,2026-01-24
ORD0003252,ORD0003252-L1077,CUST000249,PROD000077,Northeast,store,1,145.53,placed,2026-01-24
ORD0003252,ORD0003252-L3197,CUST000249,PROD000197,Southeast,mobile,3,1285.32,placed,2026-01-24
ORD0003254,ORD0003254-L1034,CUST000311,PROD000034,Northeast,marketplace,1,290.36,placed,2026-01-24
ORD0003254,ORD0003254-L3178,CUST000311,PROD000178,West,web,3,712.35,placed,2026-01-24
ORD0003254,ORD0003254-L1088,CUST000311,PROD000088,West,mobile,1,229.02,placed,2026-01-24
ORD0003288,ORD0003288-L1124,CUST000351,PROD000124,Midwest,marketplace,1,181.36,placed,2026-01-24
ORD0003460,ORD0003460-L3059,CUST000260,PROD000059,Midwest,store,3,76.35,placed,2026-01-24
ORD0003460,ORD0003460-L3077,CUST000260,PROD000077,Midwest,mobile,3,436.59,placed,2026-01-24
ORD0003465,ORD0003465-L2077,CUST000392,PROD000077,Midwest,mobile,2,276.5,placed,2026-01-24
ORD0003465,ORD0003465-L2022,CUST000392,PROD000022,West,mobile,2,120.78,placed,2026-01-24
ORD0003465,ORD0003465-L3140,CUST000392,PROD000140,Midwest,mobile,3,805.95,placed,2026-01-24
ORD0003580,ORD0003580-L1053,CUST000165,PROD000053,Northeast,mobile,1,215.32,placed,2026-01-24
ORD0003580,ORD0003580-L1103,CUST000165,PROD000103,West,marketplace,1,275.2,placed,2026-01-24
ORD0003580,ORD0003580-L1045,CUST000165,PROD000045,West,web,1,419.11,placed,2026-01-24
ORD0003635,ORD0003635-L1163,CUST000168,PROD000163,Southeast,web,1,357.16,placed,2026-01-24
ORD0003635,ORD0003635-L1015,CUST000168,PROD000015,West,mobile,1,282.45,placed,2026-01-24
ORD0003635,ORD0003635-L3121,CUST000168,PROD000121,Southeast,marketplace,3,801.45,placed,2026-01-24
ORD0003699,ORD0003699-L2057,CUST000367,PROD000057,Northeast,marketplace,2,763.0,placed,2026-01-24
ORD0003699,ORD0003699-L1164,CUST000367,PROD000164,Northeast,store,1,15.93,placed,2026-01-24
ORD0003818,ORD0003818-L1194,CUST000240,PROD000194,Midwest,store,1,184.36,placed,2026-01-24
ORD0003818,ORD0003818-L3181,CUST000240,PROD000181,West,store,3,115.47,placed,2026-01-24
ORD0003818,ORD0003818-L1119,CUST000240,PROD000119,Northeast,web,1,331.69,placed,2026-01-24
ORD0003818,ORD0003818-L2157,CUST000240,PROD000157,Southeast,marketplace,2,551.48,placed,2026-01-24
ORD0003848,ORD0003848-L2164,CUST000199,PROD000164,West,marketplace,2,33.54,placed,2026-01-24
ORD0003848,ORD0003848-L3043,CUST000199,PROD000043,Midwest,store,3,388.05,placed,2026-01-24
ORD0003848,ORD0003848-L3148,CUST000199,PROD000148,Midwest,mobile,3,424.65,placed,2026-01-24
ORD0003871,ORD0003871-L3154,CUST000458,PROD000154,Midwest,mobile,3,951.6,placed,2026-01-24
ORD0003871,ORD0003871-L1206,CUST000458,PROD000206,Midwest,mobile,1,413.1,placed,2026-01-24
ORD0003873,ORD0003873-L2199,CUST000166,PROD000199,West,web,2,68.86,placed,2026-01-24
ORD0003873,ORD0003873-L3116,CUST000166,PROD000116,Midwest,web,3,722.73,placed,2026-01-24
ORD0003873,ORD0003873-L3196,CUST000166,PROD000196,Southeast,store,3,1083.57,placed,2026-01-24
ORD0003873,ORD0003873-L2152,CUST000166,PROD000152,West,web,2,694.52,placed,2026-01-24
ORD0003886,ORD0003886-L1221,CUST000300,PROD000221,West,marketplace,1,215.34,placed,2026-01-24
ORD0003915,ORD0003915-L1022,CUST000022,PROD000022,Midwest,mobile,1,57.37,placed,2026-01-24
ORD0003915,ORD0003915-L2240,CUST000022,PROD000240,Northeast,web,2,807.08,placed,2026-01-24
ORD0003933,ORD0003933-L1204,CUST000417,PROD000204,Southeast,web,1,450.52,placed,2026-01-24
ORD0003933,ORD0003933-L1016,CUST000417,PROD000016,Midwest,marketplace,1,409.93,placed,2026-01-24
ORD0003980,ORD0003980-L1183,CUST000198,PROD000183,Midwest,web,1,192.63,placed,2026-01-24
ORD0003980,ORD0003980-L2135,CUST000198,PROD000135,West,marketplace,2,398.48,placed,2026-01-24
ORD0003980,ORD0003980-L3005,CUST000198,PROD000005,Northeast,mobile,3,958.08,placed,2026-01-24
ORD0000097,ORD0000097-L2177,CUST000063,PROD000177,Northeast,mobile,2,67.96,placed,2026-01-25
ORD0000172,ORD0000172-L1163,CUST000468,PROD000163,Midwest,web,1,357.16,placed,2026-01-25
ORD0000258,ORD0000258-L1102,CUST000436,PROD000102,Midwest,web,1,104.58,placed,2026-01-25
ORD0000258,ORD0000258-L3241,CUST000436,PROD000241,Northeast,store,3,217.74,placed,2026-01-25
ORD0000258,ORD0000258-L3058,CUST000436,PROD000058,Southeast,mobile,3,879.45,placed,2026-01-25
ORD0000258,ORD0000258-L3196,CUST000436,PROD000196,Northeast,web,3,1026.54,placed,2026-01-25
ORD0000326,ORD0000326-L3202,CUST000281,PROD000202,Northeast,store,3,1167.06,placed,2026-01-25
ORD0000326,ORD0000326-L3179,CUST000281,PROD000179,West,marketplace,3,645.99,placed,2026-01-25
ORD0000359,ORD0000359-L1031,CUST000257,PROD000031,Northeast,mobile,1,93.11,placed,2026-01-25
ORD0000489,ORD0000489-L1246,CUST000468,PROD000246,Northeast,mobile,1,97.95,placed,2026-01-25
ORD0000489,ORD0000489-L1196,CUST000468,PROD000196,Northeast,marketplace,1,380.2,placed,2026-01-25
ORD0000489,ORD0000489-L1010,CUST000468,PROD000010,Midwest,store,1,123.55,placed,2026-01-25
ORD0000489,ORD0000489-L2242,CUST000468,PROD000242,Midwest,mobile,2,730.86,placed,2026-01-25
ORD0000621,ORD0000621-L1133,CUST000191,PROD000133,Northeast,mobile,1,110.29,placed,2026-01-25
ORD0000635,ORD0000635-L2036,CUST000430,PROD000036,West,web,2,709.88,placed,2026-01-25
ORD0000635,ORD0000635-L3210,CUST000430,PROD000210,Midwest,web,3,1127.07,placed,2026-01-25
ORD0000635,ORD0000635-L2132,CUST000430,PROD000132,Southeast,web,2,764.16,placed,2026-01-25
ORD0000739,ORD0000739-L1010,CUST000104,PROD000010,Midwest,mobile,1,123.55,placed,2026-01-25
ORD0000739,ORD0000739-L1052,CUST000104,PROD000052,West,mobile,1,199.24,placed,2026-01-25
ORD0000739,ORD0000739-L1043,CUST000104,PROD000043,Southeast,web,1,143.72,placed,2026-01-25
ORD0000912,ORD0000912-L2233,CUST000476,PROD000233,West,store,2,772.2,placed,2026-01-25
ORD0001070,ORD0001070-L2175,CUST000098,PROD000175,Southeast,store,2,834.54,placed,2026-01-25
ORD0001070,ORD0001070-L1039,CUST000098,PROD000039,Southeast,mobile,1,406.9,placed,2026-01-25
ORD0001377,ORD0001377-L3152,CUST000022,PROD000152,West,store,3,1041.78,placed,2026-01-25
ORD0001377,ORD0001377-L1125,CUST000022,PROD000125,Northeast,mobile,1,205.83,placed,2026-01-25
ORD0001377,ORD0001377-L2195,CUST000022,PROD000195,Southeast,marketplace,2,365.9,placed,2026-01-25
ORD0001417,ORD0001417-L3051,CUST000138,PROD000051,Southeast,web,3,1152.93,placed,2026-01-25
ORD0001417,ORD0001417-L1091,CUST000138,PROD000091,Northeast,web,1,161.19,placed,2026-01-25
ORD0001583,ORD0001583-L3013,CUST000389,PROD000013,Northeast,store,3,1194.09,placed,2026-01-25
ORD0001583,ORD0001583-L2081,CUST000389,PROD000081,Southeast,store,2,506.7,placed,2026-01-25
ORD0001620,ORD0001620-L2062,CUST000481,PROD000062,Southeast,mobile,2,455.28,placed,2026-01-25
ORD0001620,ORD0001620-L2164,CUST000481,PROD000164,Southeast,marketplace,2,33.54,placed,2026-01-25
ORD0001620,ORD0001620-L2083,CUST000481,PROD000083,Midwest,store,2,432.96,placed,2026-01-25
ORD0001713,ORD0001713-L2077,CUST000046,PROD000077,Midwest,marketplace,2,276.5,placed,2026-01-25
ORD0001713,ORD0001713-L1227,CUST000046,PROD000227,West,mobile,1,361.06,placed,2026-01-25
ORD0001813,ORD0001813-L1076,CUST000243,PROD000076,Southeast,mobile,1,64.44,placed,2026-01-25
ORD0001813,ORD0001813-L3125,CUST000243,PROD000125,Southeast,web,3,617.49,placed,2026-01-25
ORD0001813,ORD0001813-L2235,CUST000243,PROD000235,Midwest,store,2,115.5,placed,2026-01-25
ORD0002028,ORD0002028-L2074,CUST000260,PROD000074,West,web,2,563.5,placed,2026-01-25
ORD0002028,ORD0002028-L3011,CUST000260,PROD000011,West,web,3,915.6,placed,2026-01-25
ORD0002028,ORD0002028-L3128,CUST000260,PROD000128,Midwest,store,3,92.46,placed,2026-01-25
ORD0002028,ORD0002028-L3104,CUST000260,PROD000104,Southeast,mobile,3,1036.29,placed,2026-01-25
ORD0002090,ORD0002090-L2065,CUST000002,PROD000065,Northeast,marketplace,2,132.3,placed,2026-01-25
ORD0002090,ORD0002090-L3181,CUST000002,PROD000181,West,web,3,115.47,placed,2026-01-25
ORD0002224,ORD0002224-L3191,CUST000482,PROD000191,Midwest,marketplace,3,1019.58,placed,2026-01-25
ORD0002224,ORD0002224-L3108,CUST000482,PROD000108,Northeast,web,3,864.36,placed,2026-01-25
ORD0002756,ORD0002756-L2232,CUST000285,PROD000232,Northeast,store,2,263.66,placed,2026-01-25
ORD0002786,ORD0002786-L1069,CUST000128,PROD000069,West,web,1,129.35,placed,2026-01-25
ORD0002786,ORD0002786-L2210,CUST000128,PROD000210,Southeast,mobile,2,883.98,placed,2026-01-25
ORD0002786,ORD0002786-L1059,CUST000128,PROD000059,Midwest,web,1,25.45,placed,2026-01-25
ORD0002786,ORD0002786-L3231,CUST000128,PROD000231,Northeast,store,3,206.04,placed,2026-01-25
ORD0002895,ORD0002895-L1136,CUST000475,PROD000136,West,store,1,106.18,placed,2026-01-25
ORD0002895,ORD0002895-L3002,CUST000475,PROD000002,Midwest,store,3,1255.65,placed,2026-01-25
ORD0002984,ORD0002984-L3134,CUST000232,PROD000134,Northeast,store,3,1107.36,placed,2026-01-25
ORD0003028,ORD0003028-L1200,CUST000340,PROD000200,Northeast,marketplace,1,358.34,placed,2026-01-25
ORD0003028,ORD0003028-L1217,CUST000340,PROD000217,Midwest,web,1,124.62,placed,2026-01-25
ORD0003028,ORD0003028-L2244,CUST000340,PROD000244,West,mobile,2,866.12,placed,2026-01-25
ORD0003028,ORD0003028-L3212,CUST000340,PROD000212,Southeast,web,3,552.9,placed,2026-01-25
ORD0003034,ORD0003034-L1113,CUST000005,PROD000113,Midwest,mobile,1,27.45,placed,2026-01-25
ORD0003034,ORD0003034-L1100,CUST000005,PROD000100,West,web,1,156.37,placed,2026-01-25
ORD0003034,ORD0003034-L1130,CUST000005,PROD000130,Midwest,store,1,413.86,placed,2026-01-25
ORD0003044,ORD0003044-L2215,CUST000360,PROD000215,Northeast,marketplace,2,446.78,placed,2026-01-25
ORD0003044,ORD0003044-L1227,CUST000360,PROD000227,Northeast,store,1,381.12,placed,2026-01-25
ORD0003044,ORD0003044-L1125,CUST000360,PROD000125,Midwest,web,1,205.83,placed,2026-01-25
ORD0003044,ORD0003044-L2021,CUST000360,PROD000021,Midwest,marketplace,2,44.86,placed,2026-01-25
ORD0003094,ORD0003094-L3157,CUST000217,PROD000157,Southeast,store,3,785.85,placed,2026-01-25
ORD0003323,ORD0003323-L1189,CUST000218,PROD000189,West,marketplace,1,95.37,placed,2026-01-25
ORD0003323,ORD0003323-L2034,CUST000218,PROD000034,West,marketplace,2,611.28,placed,2026-01-25
ORD0003323,ORD0003323-L2219,CUST000218,PROD000219,Southeast,mobile,2,942.36,placed,2026-01-25
ORD0003351,ORD0003351-L2186,CUST000144,PROD000186,Midwest,mobile,2,638.62,placed,2026-01-25
ORD0003403,ORD0003403-L3053,CUST000099,PROD000053,Southeast,marketplace,3,679.95,placed,2026-01-25
ORD0003403,ORD0003403-L3243,CUST000099,PROD000243,Midwest,marketplace,3,642.75,placed,2026-01-25
ORD0003403,ORD0003403-L3087,CUST000099,PROD000087,Midwest,mobile,3,556.17,placed,2026-01-25
ORD0003403,ORD0003403-L1059,CUST000099,PROD000059,Northeast,mobile,1,24.18,placed,2026-01-25
ORD0003470,ORD0003470-L2050,CUST000254,PROD000050,Southeast,mobile,2,653.24,placed,2026-01-25
ORD0003470,ORD0003470-L3046,CUST000254,PROD000046,Midwest,web,3,749.34,placed,2026-01-25
ORD0003470,ORD0003470-L2053,CUST000254,PROD000053,Midwest,store,2,430.64,placed,2026-01-25
ORD0003579,ORD0003579-L2026,CUST000239,PROD000026,Southeast,marketplace,2,159.36,placed,2026-01-25
ORD0003579,ORD0003579-L1072,CUST000239,PROD000072,Midwest,web,1,224.93,placed,2026-01-25
ORD0003642,ORD0003642-L3106,CUST000144,PROD000106,Midwest,web,3,430.71,placed,2026-01-25
ORD0003662,ORD0003662-L1236,CUST000405,PROD000236,Northeast,store,1,113.53,placed,2026-01-25
ORD0003662,ORD0003662-L2249,CUST000405,PROD000249,Northeast,store,2,244.2,placed,2026-01-25
ORD0003662,ORD0003662-L2086,CUST000405,PROD000086,West,marketplace,2,930.58,placed,2026-01-25
ORD0003949,ORD0003949-L3213,CUST000153,PROD000213,Southeast,marketplace,3,31.05,placed,2026-01-25
ORD0003949,ORD0003949-L3067,CUST000153,PROD000067,Southeast,web,3,505.08,placed,2026-01-25
ORD0003998,ORD0003998-L3026,CUST000378,PROD000026,Northeast,web,3,265.59,placed,2026-01-25
ORD0003998,ORD0003998-L1018,CUST000378,PROD000018,Northeast,store,1,254.7,placed,2026-01-25
ORD0003998,ORD0003998-L2031,CUST000378,PROD000031,West,marketplace,2,176.42,placed,2026-01-25
ORD0000008,ORD0000008-L3117,CUST000246,PROD000117,Midwest,store,3,1227.48,placed,2026-01-26
ORD0000008,ORD0000008-L2224,CUST000246,PROD000224,Northeast,web,2,691.84,placed,2026-01-26
ORD0000056,ORD0000056-L3182,CUST000109,PROD000182,Northeast,store,3,736.56,placed,2026-01-26
ORD0000056,ORD0000056-L3139,CUST000109,PROD000139,Southeast,store,3,1233.06,placed,2026-01-26
ORD0000056,ORD0000056-L1204,CUST000109,PROD000204,West,marketplace,1,427.99,placed,2026-01-26
ORD0000056,ORD0000056-L2064,CUST000109,PROD000064,West,mobile,2,561.8,placed,2026-01-26
ORD0000167,ORD0000167-L3170,CUST000312,PROD000170,Northeast,marketplace,3,99.09,placed,2026-01-26
ORD0000167,ORD0000167-L2116,CUST000312,PROD000116,Northeast,mobile,2,481.82,placed,2026-01-26
ORD0000167,ORD0000167-L1063,CUST000312,PROD000063,Southeast,marketplace,1,279.0,placed,2026-01-26
ORD0000167,ORD0000167-L1135,CUST000312,PROD000135,Southeast,mobile,1,199.24,placed,2026-01-26
ORD0000242,ORD0000242-L3067,CUST000374,PROD000067,Northeast,store,3,429.33,placed,2026-01-26
ORD0000242,ORD0000242-L3247,CUST000374,PROD000247,West,mobile,3,1085.94,placed,2026-01-26
ORD0000242,ORD0000242-L2001,CUST000374,PROD000001,Midwest,store,2,846.36,placed,2026-01-26
ORD0000242,ORD0000242-L3230,CUST000374,PROD000230,Northeast,marketplace,3,868.68,placed,2026-01-26
ORD0000251,ORD0000251-L1221,CUST000137,PROD000221,Northeast,marketplace,1,183.04,placed,2026-01-26
ORD0000251,ORD0000251-L2036,CUST000137,PROD000036,Northeast,store,2,788.76,placed,2026-01-26
ORD0000251,ORD0000251-L3188,CUST000137,PROD000188,Southeast,marketplace,3,95.43,placed,2026-01-26
ORD0000472,ORD0000472-L3136,CUST000024,PROD000136,Midwest,mobile,3,318.54,placed,2026-01-26
ORD0000472,ORD0000472-L2197,CUST000024,PROD000197,Midwest,store,2,771.2,placed,2026-01-26
ORD0000732,ORD0000732-L1195,CUST000153,PROD000195,Northeast,marketplace,1,182.95,placed,2026-01-26
ORD0000732,ORD0000732-L2199,CUST000153,PROD000199,Southeast,web,2,72.48,placed,2026-01-26
ORD0000732,ORD0000732-L3084,CUST000153,PROD000084,West,mobile,3,305.61,placed,2026-01-26
ORD0000732,ORD0000732-L1170,CUST000153,PROD000170,Northeast,web,1,33.03,placed,2026-01-26
