order_item_id,order_id,line_number,date_key,customer_key,product_key,quantity,returned_qty,unit_price,discount_rate,gross_revenue,discount_amount,net_revenue,refunded_amount,recognized_revenue,cogs_amount,profit_amount
125,51,1,20241229,2621,57,1,0,104.87,0.0,104.87,0.0,104.87,0.0,104.87,70.84,34.03
126,51,2,20241229,2621,89,3,0,264.19,0.1,792.5699999999999,79.257,713.3129999999999,0.0,713.3129999999999,434.18999999999994,279.12299999999993
127,52,1,20250108,2344,26,2,0,170.67,0.0,341.34,0.0,341.34,0.0,341.34,195.68,145.65999999999997
128,53,1,20250818,2153,132,1,0,122.42,0.0,122.42,0.0,122.42,0.0,122.42,96.25,26.17
129,54,1,20240826,113,72,1,1,137.98,0.05,137.98,6.899,131.081,131.081,0.0,102.31,-102.31
130,54,2,20240826,113,25,3,0,22.62,0.1,67.86,6.7860000000000005,61.074,0.0,61.074,47.849999999999994,13.224000000000004
131,54,3,20240826,113,45,2,0,60.96,0.05,121.92,6.096,115.824,0.0,115.824,90.16,25.664
132,54,4,20240826,113,25,2,0,24.89,0.05,49.78,2.4890000000000003,47.291000000000004,0.0,47.291000000000004,31.9,15.391000000000005
133,55,1,20240712,2130,14,3,0,10.7,0.05,32.099999999999994,1.6049999999999998,30.494999999999994,0.0,30.494999999999994,21.15,9.344999999999995
134,55,2,20240712,2130,11,2,0,80.1,0.0,160.2,0.0,160.2,0.0,160.2,120.98,39.219999999999985
135,56,1,20240107,2291,2,2,0,261.96,0.0,523.92,0.0,523.92,0.0,523.92,290.06,233.85999999999996
136,56,2,20240107,2291,75,1,0,135.63,0.0,135.63,0.0,135.63,0.0,135.63,87.68,47.94999999999999
137,56,3,20240107,2291,77,3,0,220.46,0.1,661.38,66.138,595.242,0.0,595.242,336.24,259.00199999999995
138,56,4,20240107,2291,167,1,0,160.22,0.05,160.22,8.011000000000001,152.209,0.0,152.209,83.13,69.07900000000001
139,57,1,20240617,1086,86,1,0,141.17,0.0,141.17,0.0,141.17,0.0,141.17,80.63,60.53999999999999
140,57,2,20240617,1086,27,1,0,95.2,0.0,95.2,0.0,95.2,0.0,95.2,71.33,23.870000000000005
141,57,3,20240617,1086,60,3,0,267.44,0.1,802.3199999999999,80.232,722.088,0.0,722.088,547.4399999999999,174.64800000000002
142,57,4,20240617,1086,29,2,0,180.05,0.0,360.1,0.0,360.1,0.0,360.1,300.34,59.76000000000005
143,58,1,20250108,3975,45,2,0,64.45,0.0,128.9,0.0,128.9,0.0,128.9,90.16,38.74000000000001
144,58,2,20250108,3975,46,2,0,9.41,0.0,18.82,0.0,18.82,0.0,18.82,13.62,5.200000000000001
145,59,1,20250613,4447,83,3,0,142.53,0.05,427.59000000000003,21.379500000000004,406.2105,0.0,406.2105,322.71,83.50050000000005
146,59,2,20250613,4447,16,1,0,27.04,0.0,27.04,0.0,27.04,0.0,27.04,19.41,7.629999999999999
147,59,3,20250613,4447,140,1,0,269.77,0.1,269.77,26.977,242.79299999999998,0.0,242.79299999999998,190.27,52.52299999999997
148,59,4,20250613,4447,145,1,0,27.06,0.05,27.06,1.353,25.706999999999997,0.0,25.706999999999997,21.53,4.176999999999996
149,60,1,20240828,4645,30,2,0,117.27,0.05,234.54,11.727,222.813,0.0,222.813,156.28,66.53299999999999
150,61,1,20241120,3408,142,1,0,239.51,0.05,239.51,11.9755,227.53449999999998,0.0,227.53449999999998,133.8,93.73449999999997
151,61,2,20241120,3408,98,3,0,249.28,0.05,747.84,37.392,710.448,0.0,710.448,478.40999999999997,232.038
152,61,3,20241120,3408,163,2,0,177.23,0.0,354.46,0.0,354.46,0.0,354.46,212.26,142.2
153,62,1,20240610,3381,45,2,0,60.58,0.0,121.16,0.0,121.16,0.0,121.16,90.16,31.0
154,62,2,20240610,3381,128,2,0,139.79,0.0,279.58,0.0,279.58,0.0,279.58,215.56,64.01999999999998
155,62,3,20240610,3381,159,3,0,199.61,0.0,598.83,0.0,598.83,0.0,598.83,326.70000000000005,272.13
156,63,1,20250819,770,173,3,0,255.54,0.05,766.62,38.331,728.289,0.0,728.289,487.62,240.66899999999998
157,63,2,20250819,770,144,2,0,257.31,0.15,514.62,77.193,437.427,0.0,437.427,312.28,125.14700000000005
158,64,1,20250118,1971,123,3,0,143.96,0.0,431.88,0.0,431.88,0.0,431.88,237.89999999999998,193.98000000000002
159,64,2,20250118,1971,94,1,0,176.72,0.0,176.72,0.0,176.72,0.0,176.72,96.97,79.75
163,66,1,20250320,2797,171,3,0,243.68,0.0,731.04,0.0,731.04,0.0,731.04,415.08000000000004,315.9599999999999
164,66,2,20250320,2797,78,2,0,129.66,0.0,259.32,0.0,259.32,0.0,259.32,208.08,51.23999999999998
165,67,1,20240902,3814,178,1,0,137.94,0.05,137.94,6.897,131.043,0.0,131.043,77.81,53.233000000000004
166,67,2,20240902,3814,24,1,0,195.06,0.1,195.06,19.506,175.554,0.0,175.554,106.12,69.434
167,68,1,20250923,3346,58,1,0,22.45,0.05,22.45,1.1225,21.3275,0.0,21.3275,14.24,7.0875
168,68,2,20250923,3346,174,2,0,233.97,0.0,467.94,0.0,467.94,0.0,467.94,322.88,145.06
169,68,3,20250923,3346,26,3,0,172.19,0.0,516.5699999999999,0.0,516.5699999999999,0.0,516.5699999999999,293.52,223.04999999999995
170,69,1,20240714,80,80,1,0,237.59,0.05,237.59,11.8795,225.7105,0.0,225.7105,116.63,109.0805
171,70,1,20250923,2782,57,1,0,93.27,0.05,93.27,4.6635,88.6065,0.0,88.6065,70.84,17.766499999999994
172,71,1,20250524,4403,154,1,0,50.23,0.0,50.23,0.0,50.23,0.0,50.23,35.63,14.599999999999994
173,71,2,20250524,4403,115,2,0,26.22,0.0,52.44,0.0,52.44,0.0,52.44,42.6,9.839999999999996
174,71,3,20250524,4403,22,3,0,91.79,0.0,275.37,0.0,275.37,0.0,275.37,226.89,48.48000000000002
175,72,1,20240408,511,164,1,0,197.27,0.0,197.27,0.0,197.27,0.0,197.27,127.65,69.62
176,73,1,20250708,2648,113,1,0,12.7,0.05,12.7,0.635,12.065,0.0,12.065,9.5,2.5649999999999995
177,73,2,20250708,2648,165,2,0,252.47,0.15,504.94,75.741,429.199,0.0,429.199,334.26,94.93900000000002
178,74,1,20250610,1252,23,3,0,241.06,0.0,723.1800000000001,0.0,723.1800000000001,0.0,723.1800000000001,497.84999999999997,225.3300000000001
179,74,2,20250610,1252,161,1,0,280.4,0.0,280.4,0.0,280.4,0.0,280.4,184.34,96.05999999999997
180,74,3,20250610,1252,122,3,0,270.27,0.1,810.81,81.081,729.7289999999999,0.0,729.7289999999999,552.0,177.72899999999993
181,75,1,20241128,4651,154,3,0,52.29,0.05,156.87,7.843500000000001,149.0265,0.0,149.0265,106.89000000000001,42.136499999999984
182,75,2,20241128,4651,9,2,0,101.75,0.05,203.5,10.175,193.325,0.0,193.325,100.7,92.62499999999999
183,76,1,20240427,2754,8,3,0,23.46,0.0,70.38,0.0,70.38,0.0,70.38,36.18,34.199999999999996
184,76,2,20240427,2754,111,1,0,77.02,0.0,77.02,0.0,77.02,0.0,77.02,44.19,32.83
185,76,3,20240427,2754,1,3,0,259.73,0.05,779.19,38.959500000000006,740.2305,0.0,740.2305,451.16999999999996,289.06050000000005
186,77,1,20241214,3860,122,1,0,256.35,0.0,256.35,0.0,256.35,0.0,256.35,184.0,72.35000000000002
187,77,2,20241214,3860,124,1,0,135.08,0.0,135.08,0.0,135.08,0.0,135.08,111.23,23.85000000000001
192,79,1,20240406,4472,174,1,0,235.88,0.0,235.88,0.0,235.88,0.0,235.88,161.44,74.44
193,80,1,20240905,1438,25,1,0,24.02,0.05,24.02,1.201,22.819,0.0,22.819,15.95,6.869
194,80,2,20240905,1438,146,3,0,204.96,0.0,614.88,0.0,614.88,0.0,614.88,336.39,278.49
195,80,3,20240905,1438,113,2,0,12.49,0.0,24.98,0.0,24.98,0.0,24.98,19.0,5.98
196,80,4,20240905,1438,9,3,0,97.94,0.1,293.82,29.382,264.438,0.0,264.438,151.05,113.38799999999998
197,81,1,20250527,3720,121,2,0,283.65,0.15,567.3,85.09499999999998,482.205,0.0,482.205,398.54,83.66499999999996
198,81,2,20250527,3720,147,2,0,150.32,0.05,300.64,15.032,285.608,0.0,285.608,168.9,116.708
199,81,3,20250527,3720,101,1,0,245.8,0.1,245.8,24.580000000000002,221.22,0.0,221.22,156.29,64.93
200,82,1,20250207,2147,86,1,0,146.83,0.15,146.83,22.0245,124.80550000000001,0.0,124.80550000000001,80.63,44.175500000000014
201,82,2,20250207,2147,72,3,0,133.61,0.0,400.83000000000004,0.0,400.83000000000004,0.0,400.83000000000004,306.93,93.90000000000003
202,82,3,20250207,2147,4,3,0,232.4,0.15,697.2,104.58,592.62,0.0,592.62,398.64,193.98000000000002
203,83,1,20251225,2884,173,3,0,271.46,0.15,814.3799999999999,122.15699999999998,692.223,0.0,692.223,487.62,204.60299999999995
204,83,2,20251225,2884,104,1,0,210.36,0.15,210.36,31.554000000000002,178.806,0.0,178.806,153.87,24.936000000000007
205,84,1,20240607,3430,95,3,0,223.91,0.0,671.73,0.0,671.73,0.0,671.73,400.71,271.02000000000004
206,84,2,20240607,3430,47,3,0,206.64,0.0,619.92,0.0,619.92,0.0,619.92,345.54,274.37999999999994
207,84,3,20240607,3430,4,3,0,240.51,0.1,721.53,72.153,649.377,0.0,649.377,398.64,250.73699999999997
208,84,4,20240607,3430,33,2,0,123.77,0.0,247.54,0.0,247.54,0.0,247.54,133.98,113.56
209,85,1,20250721,866,55,1,0,57.23,0.15,57.23,8.584499999999998,48.6455,0.0,48.6455,39.54,9.1055
210,85,2,20250721,866,152,1,0,41.3,0.0,41.3,0.0,41.3,0.0,41.3,26.34,14.959999999999997
211,85,3,20250721,866,99,1,1,275.81,0.15,275.81,41.3715,234.4385,234.4385,0.0,197.54,-197.54
212,86,1,20241106,4340,105,1,0,163.21,0.0,163.21,0.0,163.21,0.0,163.21,122.29,40.92
213,86,2,20241106,4340,38,1,0,162.85,0.05,162.85,8.1425,154.70749999999998,0.0,154.70749999999998,118.06,36.64749999999998
214,86,3,20241106,4340,174,3,1,248.41,0.0,745.23,0.0,745.23,248.41,496.82000000000005,484.32,12.500000000000057
215,87,1,20240611,3639,11,3,0,83.77,0.1,251.31,25.131,226.179,0.0,226.179,181.47,44.709
216,87,2,20240611,3639,155,3,0,259.81,0.0,779.4300000000001,0.0,779.4300000000001,0.0,779.4300000000001,468.68999999999994,310.7400000000001
217,87,3,20240611,3639,130,2,0,12.97,0.0,25.94,0.0,25.94,0.0,25.94,16.32,9.620000000000001
218,87,4,20240611,3639,50,2,0,231.66,0.0,463.32,0.0,463.32,0.0,463.32,268.58,194.74
219,88,1,20251125,2047,150,1,0,13.22,0.1,13.22,1.322,11.898,0.0,11.898,8.74,3.1579999999999995
220,88,2,20251125,2047,68,1,0,226.89,0.15,226.89,34.0335,192.85649999999998,0.0,192.85649999999998,150.11,42.74649999999997
221,88,3,20251125,2047,91,1,0,282.22,0.0,282.22,0.0,282.22,0.0,282.22,168.41,113.81000000000003
222,88,4,20251125,2047,14,3,0,11.25,0.0,33.75,0.0,33.75,0.0,33.75,21.15,12.600000000000001
223,89,1,20250330,2962,26,2,0,192.94,0.0,385.88,0.0,385.88,0.0,385.88,195.68,190.2
224,89,2,20250330,2962,47,3,0,199.47,0.0,598.41,0.0,598.41,0.0,598.41,345.54,252.86999999999995
225,90,1,20250125,3318,100,1,1,37.54,0.0,37.54,0.0,37.54,37.54,0.0,26.72,-26.72
226,91,1,20240803,2274,83,3,0,150.24,0.0,450.72,0.0,450.72,0.0,450.72,322.71,128.01000000000005
227,92,1,20251005,3176,59,2,0,335.27,0.05,670.54,33.527,637.0129999999999,0.0,637.0129999999999,372.96,264.05299999999994
228,92,2,20251005,3176,105,2,0,151.42,0.0,302.84,0.0,302.84,0.0,302.84,244.58,58.25999999999996
229,92,3,20251005,3176,107,1,0,183.92,0.0,183.92,0.0,183.92,0.0,183.92,115.72,68.19999999999999
230,93,1,20240123,2793,93,2,0,162.58,0.0,325.16,0.0,325.16,0.0,325.16,201.98,123.18000000000004
231,93,2,20240123,2793,61,1,0,114.68,0.1,114.68,11.468000000000002,103.212,0.0,103.212,64.78,38.432
232,94,1,20240325,3898,5,1,1,211.09,0.05,211.09,10.5545,200.5355,200.53549999999998,2.842170943040401e-14,166.75,-166.74999999999997
233,94,2,20240325,3898,113,2,0,12.86,0.0,25.72,0.0,25.72,0.0,25.72,19.0,6.719999999999999
234,94,3,20240325,3898,68,1,0,226.91,0.05,226.91,11.345500000000001,215.5645,0.0,215.5645,150.11,65.4545
235,95,1,20240511,1162,68,3,0,214.65,0.0,643.95,0.0,643.95,0.0,643.95,450.33000000000004,193.62
236,95,2,20240511,1162,150,3,0,13.02,0.1,39.06,3.9060000000000006,35.154,0.0,35.154,26.22,8.934000000000005
237,95,3,20240511,1162,94,1,0,166.9,0.0,166.9,0.0,166.9,0.0,166.9,96.97,69.93
238,96,1,20250421,21,118,2,0,46.38,0.0,92.76,0.0,92.76,0.0,92.76,53.46,39.300000000000004
239,96,2,20250421,21,96,1,0,279.31,0.0,279.31,0.0,279.31,0.0,279.31,165.54,113.77000000000001
240,97,1,20240315,2023,153,3,0,24.77,0.1,74.31,7.431000000000001,66.879,0.0,66.879,53.25,13.629000000000005
241,98,1,20250804,4123,33,2,0,132.72,0.0,265.44,0.0,265.44,0.0,265.44,133.98,131.46
