month_start,monthly_revenue,monthly_orders,monthly_customers,monthly_growth_pct,monthly_aov,region_name,region_revenue_total
2024-07-01,338066.308,462,439,-8.623217507385917,731.7452554112555,Unknown,70711.224
2024-07-01,338066.308,462,439,-8.623217507385917,731.7452554112555,West,1365597.143
2024-08-01,374397.726,500,477,10.746831949902557,748.7954520000001,Midwest,1351056.6835
2024-08-01,374397.726,500,477,10.746831949902557,748.7954520000001,Northeast,1330980.698
2024-08-01,374397.726,500,477,10.746831949902557,748.7954520000001,Pacific,1281543.3145
2024-08-01,374397.726,500,477,10.746831949902557,748.7954520000001,Southeast,1516618.616
2024-08-01,374397.726,500,477,10.746831949902557,748.7954520000001,Southwest,1443845.1535
2024-08-01,374397.726,500,477,10.746831949902557,748.7954520000001,Unknown,70711.224
2024-08-01,374397.726,500,477,10.746831949902557,748.7954520000001,West,1365597.143
2024-09-01,331987.364,437,422,-11.327622753777089,759.6964851258581,Midwest,1351056.6835
2024-09-01,331987.364,437,422,-11.327622753777089,759.6964851258581,Northeast,1330980.698
2024-09-01,331987.364,437,422,-11.327622753777089,759.6964851258581,Pacific,1281543.3145
2024-09-01,331987.364,437,422,-11.327622753777089,759.6964851258581,Southeast,1516618.616
2024-09-01,331987.364,437,422,-11.327622753777089,759.6964851258581,Southwest,1443845.1535
2024-09-01,331987.364,437,422,-11.327622753777089,759.6964851258581,Unknown,70711.224
2024-09-01,331987.364,437,422,-11.327622753777089,759.6964851258581,West,1365597.143
2024-10-01,328705.122,463,443,-0.9886647372518764,709.9462678185745,Midwest,1351056.6835
2024-10-01,328705.122,463,443,-0.9886647372518764,709.9462678185745,Northeast,1330980.698
2024-10-01,328705.122,463,443,-0.9886647372518764,709.9462678185745,Pacific,1281543.3145
2024-10-01,328705.122,463,443,-0.9886647372518764,709.9462678185745,Southeast,1516618.616
2024-10-01,328705.122,463,443,-0.9886647372518764,709.9462678185745,Southwest,1443845.1535
2024-10-01,328705.122,463,443,-0.9886647372518764,709.9462678185745,Unknown,70711.224
2024-10-01,328705.122,463,443,-0.9886647372518764,709.9462678185745,West,1365597.143
2024-11-01,346434.524,439,420,5.393710293324849,789.144701594533,Midwest,1351056.6835
2024-11-01,346434.524,439,420,5.393710293324849,789.144701594533,Northeast,1330980.698
2024-11-01,346434.524,439,420,5.393710293324849,789.144701594533,Pacific,1281543.3145
2024-11-01,346434.524,439,420,5.393710293324849,789.144701594533,Southeast,1516618.616
2024-11-01,346434.524,439,420,5.393710293324849,789.144701594533,Southwest,1443845.1535
2024-11-01,346434.524,439,420,5.393710293324849,789.144701594533,Unknown,70711.224
2024-11-01,346434.524,439,420,5.393710293324849,789.144701594533,West,1365597.143
2024-12-01,345784.502,458,436,-0.18763199247427975,754.9879956331878,Midwest,1351056.6835
2024-12-01,345784.502,458,436,-0.18763199247427975,754.9879956331878,Northeast,1330980.698
2024-12-01,345784.502,458,436,-0.18763199247427975,754.9879956331878,Pacific,1281543.3145
2024-12-01,345784.502,458,436,-0.18763199247427975,754.9879956331878,Southeast,1516618.616
2024-12-01,345784.502,458,436,-0.18763199247427975,754.9879956331878,Southwest,1443845.1535
2024-12-01,345784.502,458,436,-0.18763199247427975,754.9879956331878,Unknown,70711.224
2024-12-01,345784.502,458,436,-0.18763199247427975,754.9879956331878,West,1365597.143
2025-01-01,356480.732,477,454,3.0933225572961076,747.3390607966458,Midwest,1351056.6835
2025-01-01,356480.732,477,454,3.0933225572961076,747.3390607966458,Northeast,1330980.698
2025-01-01,356480.732,477,454,3.0933225572961076,747.3390607966458,Pacific,1281543.3145
2025-01-01,356480.732,477,454,3.0933225572961076,747.3390607966458,Southeast,1516618.616
2025-01-01,356480.732,477,454,3.0933225572961076,747.3390607966458,Southwest,1443845.1535
2025-01-01,356480.732,477,454,3.0933225572961076,747.3390607966458,Unknown,70711.224
2025-01-01,356480.732,477,454,3.0933225572961076,747.3390607966458,West,1365597.143
2025-02-01,294855.745,406,381,-17.287045685263013,726.2456773399015,Midwest,1351056.6835
2025-02-01,294855.745,406,381,-17.287045685263013,726.2456773399015,Northeast,1330980.698
2025-02-01,294855.745,406,381,-17.287045685263013,726.2456773399015,Pacific,1281543.3145
2025-02-01,294855.745,406,381,-17.287045685263013,726.2456773399015,Southeast,1516618.616
2025-02-01,294855.745,406,381,-17.287045685263013,726.2456773399015,Southwest,1443845.1535
2025-02-01,294855.745,406,381,-17.287045685263013,726.2456773399015,Unknown,70711.224
2025-02-01,294855.745,406,381,-17.287045685263013,726.2456773399015,West,1365597.143
2025-03-01,376439.9,487,461,27.669175989770878,772.9772073921972,Midwest,1351056.6835
2025-03-01,376439.9,487,461,27.669175989770878,772.9772073921972,Northeast,1330980.698
2025-03-01,376439.9,487,461,27.669175989770878,772.9772073921972,Pacific,1281543.3145
2025-03-01,376439.9,487,461,27.669175989770878,772.9772073921972,Southeast,1516618.616
2025-03-01,376439.9,487,461,27.669175989770878,772.9772073921972,Southwest,1443845.1535
2025-03-01,376439.9,487,461,27.669175989770878,772.9772073921972,Unknown,70711.224
2025-03-01,376439.9,487,461,27.669175989770878,772.9772073921972,West,1365597.143
2025-04-01,370268.154,483,463,-1.6395036764168869,766.6007329192546,Midwest,1351056.6835
2025-04-01,370268.154,483,463,-1.6395036764168869,766.6007329192546,Northeast,1330980.698
2025-04-01,370268.154,483,463,-1.6395036764168869,766.6007329192546,Pacific,1281543.3145
2025-04-01,370268.154,483,463,-1.6395036764168869,766.6007329192546,Southeast,1516618.616
2025-04-01,370268.154,483,463,-1.6395036764168869,766.6007329192546,Southwest,1443845.1535
2025-04-01,370268.154,483,463,-1.6395036764168869,766.6007329192546,Unknown,70711.224
2025-04-01,370268.154,483,463,-1.6395036764168869,766.6007329192546,West,1365597.143
2025-05-01,351864.057,471,452,-4.970477963384345,747.0574458598726,Midwest,1351056.6835
2025-05-01,351864.057,471,452,-4.970477963384345,747.0574458598726,Northeast,1330980.698
2025-05-01,351864.057,471,452,-4.970477963384345,747.0574458598726,Pacific,1281543.3145
2025-05-01,351864.057,471,452,-4.970477963384345,747.0574458598726,Southeast,1516618.616
2025-05-01,351864.057,471,452,-4.970477963384345,747.0574458598726,Southwest,1443845.1535
2025-05-01,351864.057,471,452,-4.970477963384345,747.0574458598726,Unknown,70711.224
2025-05-01,351864.057,471,452,-4.970477963384345,747.0574458598726,West,1365597.143
2025-06-01,329694.1045,439,418,-6.300715307218763,751.0116275626424,Midwest,1351056.6835
2025-06-01,329694.1045,439,418,-6.300715307218763,751.0116275626424,Northeast,1330980.698
2025-06-01,329694.1045,439,418,-6.300715307218763,751.0116275626424,Pacific,1281543.3145
2025-06-01,329694.1045,439,418,-6.300715307218763,751.0116275626424,Southeast,1516618.616
2025-06-01,329694.1045,439,418,-6.300715307218763,751.0116275626424,Southwest,1443845.1535
2025-06-01,329694.1045,439,418,-6.300715307218763,751.0116275626424,Unknown,70711.224
2025-06-01,329694.1045,439,418,-6.300715307218763,751.0116275626424,West,1365597.143
2025-07-01,397047.192,505,485,20.428963266463242,786.2320633663365,Midwest,1351056.6835
2025-07-01,397047.192,505,485,20.428963266463242,786.2320633663365,Northeast,1330980.698
2025-07-01,397047.192,505,485,20.428963266463242,786.2320633663365,Pacific,1281543.3145
2025-07-01,397047.192,505,485,20.428963266463242,786.2320633663365,Southeast,1516618.616
2025-07-01,397047.192,505,485,20.428963266463242,786.2320633663365,Southwest,1443845.1535
2025-07-01,397047.192,505,485,20.428963266463242,786.2320633663365,Unknown,70711.224
2025-07-01,397047.192,505,485,20.428963266463242,786.2320633663365,West,1365597.143
2025-08-01,362779.0235,472,450,-8.630754527537366,768.5996260593221,Midwest,1351056.6835
2025-08-01,362779.0235,472,450,-8.630754527537366,768.5996260593221,Northeast,1330980.698
2025-08-01,362779.0235,472,450,-8.630754527537366,768.5996260593221,Pacific,1281543.3145
2025-08-01,362779.0235,472,450,-8.630754527537366,768.5996260593221,Southeast,1516618.616
2025-08-01,362779.0235,472,450,-8.630754527537366,768.5996260593221,Southwest,1443845.1535
2025-08-01,362779.0235,472,450,-8.630754527537366,768.5996260593221,Unknown,70711.224
2025-08-01,362779.0235,472,450,-8.630754527537366,768.5996260593221,West,1365597.143
2025-09-01,333918.4415,450,422,-7.955416418942973,742.0409811111111,Midwest,1351056.6835
2025-09-01,333918.4415,450,422,-7.955416418942973,742.0409811111111,Northeast,1330980.698
2025-09-01,333918.4415,450,422,-7.955416418942973,742.0409811111111,Pacific,1281543.3145
2025-09-01,333918.4415,450,422,-7.955416418942973,742.0409811111111,Southeast,1516618.616
2025-09-01,333918.4415,450,422,-7.955416418942973,742.0409811111111,Southwest,1443845.1535
2025-09-01,333918.4415,450,422,-7.955416418942973,742.0409811111111,Unknown,70711.224
2025-09-01,333918.4415,450,422,-7.955416418942973,742.0409811111111,West,1365597.143
2025-10-01,353323.4085,485,459,5.8112894013372385,728.5018731958763,Midwest,1351056.6835
2025-10-01,353323.4085,485,459,5.8112894013372385,728.5018731958763,Northeast,1330980.698
2025-10-01,353323.4085,485,459,5.8112894013372385,728.5018731958763,Pacific,1281543.3145
2025-10-01,353323.4085,485,459,5.8112894013372385,728.5018731958763,Southeast,1516618.616
2025-10-01,353323.4085,485,459,5.8112894013372385,728.5018731958763,Southwest,1443845.1535
2025-10-01,353323.4085,485,459,5.8112894013372385,728.5018731958763,Unknown,70711.224
2025-10-01,353323.4085,485,459,5.8112894013372385,728.5018731958763,West,1365597.143
2025-11-01,345990.5375,466,442,-2.0753991452564735,742.4689645922746,Midwest,1351056.6835
2025-11-01,345990.5375,466,442,-2.0753991452564735,742.4689645922746,Northeast,1330980.698
2025-11-01,345990.5375,466,442,-2.0753991452564735,742.4689645922746,Pacific,1281543.3145
2025-11-01,345990.5375,466,442,-2.0753991452564735,742.4689645922746,Southeast,1516618.616
2025-11-01,345990.5375,466,442,-2.0753991452564735,742.4689645922746,Southwest,1443845.1535
2025-11-01,345990.5375,466,442,-2.0753991452564735,742.4689645922746,Unknown,70711.224
2025-11-01,345990.5375,466,442,-2.0753991452564735,742.4689645922746,West,1365597.143
2025-12-01,381400.839,492,468,10.234471080007502,775.2049573170731,Midwest,1351056.6835
2025-12-01,381400.839,492,468,10.234471080007502,775.2049573170731,Northeast,1330980.698
2025-12-01,381400.839,492,468,10.234471080007502,775.2049573170731,Pacific,1281543.3145
2025-12-01,381400.839,492,468,10.234471080007502,775.2049573170731,Southeast,1516618.616
2025-12-01,381400.839,492,468,10.234471080007502,775.2049573170731,Southwest,1443845.1535
2025-12-01,381400.839,492,468,10.234471080007502,775.2049573170731,Unknown,70711.224
2025-12-01,381400.839,492,468,10.234471080007502,775.2049573170731,West,1365597.143
