region_name,revenue,profit,orders,refunded,refund_rate_pct,month_start,monthly_revenue,monthly_growth_pct
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-01-01,356480.732,3.0933225572961076
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-02-01,294855.745,-17.287045685263013
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-03-01,376439.9,27.669175989770878
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-04-01,370268.154,-1.6395036764168869
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-05-01,351864.057,-4.970477963384345
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-06-01,329694.1045,-6.300715307218763
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-07-01,397047.192,20.428963266463242
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-08-01,362779.0235,-8.630754527537366
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-09-01,333918.4415,-7.955416418942973
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-10-01,353323.4085,5.8112894013372385
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-11-01,345990.5375,-2.0753991452564735
Southeast,1516618.616,464791.136,2057,62902.274,4.1475340824907825,2025-12-01,381400.839,10.234471080007502
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-01-01,311260.412,
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-02-01,323040.3005,3.7845765300856815
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-03-01,351668.392,8.862080506887082
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-04-01,344717.3705,-1.9765840940291213
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-05-01,340259.0865,-1.2933157367536974
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-06-01,369969.5905,8.731729784385944
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-07-01,338066.308,-8.623217507385917
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-08-01,374397.726,10.746831949902557
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-09-01,331987.364,-11.327622753777089
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-10-01,328705.122,-0.9886647372518764
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-11-01,346434.524,5.393710293324849
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2024-12-01,345784.502,-0.18763199247427975
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-01-01,356480.732,3.0933225572961076
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-02-01,294855.745,-17.287045685263013
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-03-01,376439.9,27.669175989770878
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-04-01,370268.154,-1.6395036764168869
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-05-01,351864.057,-4.970477963384345
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-06-01,329694.1045,-6.300715307218763
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-07-01,397047.192,20.428963266463242
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-08-01,362779.0235,-8.630754527537366
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-09-01,333918.4415,-7.955416418942973
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-10-01,353323.4085,5.8112894013372385
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-11-01,345990.5375,-2.0753991452564735
Southwest,1443845.1535,445241.9135,1883,60802.1715,4.211128274566736,2025-12-01,381400.839,10.234471080007502
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-01-01,311260.412,
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-02-01,323040.3005,3.7845765300856815
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-03-01,351668.392,8.862080506887082
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-04-01,344717.3705,-1.9765840940291213
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-05-01,340259.0865,-1.2933157367536974
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-06-01,369969.5905,8.731729784385944
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-07-01,338066.308,-8.623217507385917
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-08-01,374397.726,10.746831949902557
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-09-01,331987.364,-11.327622753777089
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-10-01,328705.122,-0.9886647372518764
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-11-01,346434.524,5.393710293324849
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2024-12-01,345784.502,-0.18763199247427975
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-01-01,356480.732,3.0933225572961076
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-02-01,294855.745,-17.287045685263013
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-03-01,376439.9,27.669175989770878
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-04-01,370268.154,-1.6395036764168869
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-05-01,351864.057,-4.970477963384345
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-06-01,329694.1045,-6.300715307218763
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-07-01,397047.192,20.428963266463242
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-08-01,362779.0235,-8.630754527537366
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-09-01,333918.4415,-7.955416418942973
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-10-01,353323.4085,5.8112894013372385
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-11-01,345990.5375,-2.0753991452564735
Unknown,70711.224,21965.604,92,2780.8415,3.9326734041543387,2025-12-01,381400.839,10.234471080007502
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-01-01,311260.412,
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-02-01,323040.3005,3.7845765300856815
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-03-01,351668.392,8.862080506887082
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-04-01,344717.3705,-1.9765840940291213
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-05-01,340259.0865,-1.2933157367536974
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-06-01,369969.5905,8.731729784385944
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-07-01,338066.308,-8.623217507385917
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-08-01,374397.726,10.746831949902557
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-09-01,331987.364,-11.327622753777089
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-10-01,328705.122,-0.9886647372518764
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-11-01,346434.524,5.393710293324849
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2024-12-01,345784.502,-0.18763199247427975
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-01-01,356480.732,3.0933225572961076
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-02-01,294855.745,-17.287045685263013
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-03-01,376439.9,27.669175989770878
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-04-01,370268.154,-1.6395036764168869
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-05-01,351864.057,-4.970477963384345
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-06-01,329694.1045,-6.300715307218763
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-07-01,397047.192,20.428963266463242
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-08-01,362779.0235,-8.630754527537366
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-09-01,333918.4415,-7.955416418942973
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-10-01,353323.4085,5.8112894013372385
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-11-01,345990.5375,-2.0753991452564735
West,1365597.143,421243.70300000004,1814,54506.2605,3.9913865358753173,2025-12-01,381400.839,10.234471080007502
