order_id,order_line_id,order_ts,customer_id,product_id,quantity,unit_price,line_amount,region,channel
ORD0000035,ORD0000035-L3098,2026-02-25 17:00:00,CUST000355,PROD000098,3,437.25,1311.75,Northeast,marketplace
ORD0000036,ORD0000036-L2075,2026-02-02 06:00:00,CUST000197,PROD000075,2,252.32,504.64,Northeast,marketplace
ORD0000036,ORD0000036-L3205,2026-02-02 06:00:00,CUST000197,PROD000205,3,270.86,812.58,Northeast,store
ORD0000036,ORD0000036-L2250,2026-02-02 06:00:00,CUST000197,PROD000250,2,371.97,743.94,Midwest,web
ORD0000037,ORD0000037-L2107,2026-04-15 16:00:00,CUST000333,PROD000107,2,406.68,813.36,Midwest,marketplace
ORD0000037,ORD0000037-L3111,2026-04-15 16:00:00,CUST000333,PROD000111,3,15.07,45.21,Northeast,mobile
ORD0000037,ORD0000037-L1189,2026-04-15 16:00:00,CUST000333,PROD000189,1,90.6,90.6,West,web
ORD0000037,ORD0000037-L2178,2026-04-15 16:00:00,CUST000333,PROD000178,2,225.58,451.16,Northeast,web
ORD0000038,ORD0000038-L1232,2026-04-17 18:00:00,CUST000373,PROD000232,1,131.83,131.83,Northeast,mobile
ORD0000039,ORD0000039-L1231,2026-04-08 07:00:00,CUST000294,PROD000231,1,68.68,68.68,Southeast,web
ORD0000040,ORD0000040-L2125,2026-03-22 16:00:00,CUST000183,PROD000125,2,205.83,411.66,West,mobile
ORD0000040,ORD0000040-L2011,2026-03-22 16:00:00,CUST000183,PROD000011,2,289.13,578.26,Midwest,mobile
ORD0000041,ORD0000041-L2106,2026-04-15 04:00:00,CUST000167,PROD000106,2,136.39,272.78,Southeast,web
ORD0000041,ORD0000041-L2101,2026-04-15 04:00:00,CUST000167,PROD000101,2,410.31,820.62,Southeast,marketplace
ORD0000041,ORD0000041-L2211,2026-04-15 04:00:00,CUST000167,PROD000211,2,273.24,546.48,West,web
ORD0000041,ORD0000041-L1193,2026-04-15 04:00:00,CUST000167,PROD000193,1,442.02,442.02,West,web
ORD0000042,ORD0000042-L3050,2026-04-19 09:00:00,CUST000466,PROD000050,3,362.91,1088.73,Southeast,web
ORD0000042,ORD0000042-L2054,2026-04-19 09:00:00,CUST000466,PROD000054,2,225.84,451.68,Northeast,mobile
ORD0000042,ORD0000042-L2217,2026-04-19 09:00:00,CUST000466,PROD000217,2,138.47,276.94,Northeast,store
ORD0000042,ORD0000042-L3088,2026-04-19 09:00:00,CUST000466,PROD000088,3,206.12,618.36,Midwest,web
ORD0000043,ORD0000043-L1032,2026-03-31 16:00:00,CUST000108,PROD000032,1,224.46,224.46,Southeast,web
ORD0000043,ORD0000043-L1108,2026-03-31 16:00:00,CUST000108,PROD000108,1,288.12,288.12,West,mobile
ORD0000043,ORD0000043-L2085,2026-03-31 16:00:00,CUST000108,PROD000085,2,440.94,881.88,Midwest,mobile
ORD0000044,ORD0000044-L2145,2026-04-01 07:00:00,CUST000075,PROD000145,2,91.03,182.06,West,store
ORD0000044,ORD0000044-L3096,2026-04-01 07:00:00,CUST000075,PROD000096,3,102.01,306.03,Midwest,marketplace
ORD0000044,ORD0000044-L1011,2026-04-01 07:00:00,CUST000075,PROD000011,1,321.26,321.26,Midwest,web
ORD0000044,ORD0000044-L3179,2026-04-01 07:00:00,CUST000075,PROD000179,3,226.66,679.98,Northeast,store
ORD0000045,ORD0000045-L1205,2026-04-06 10:00:00,CUST000289,PROD000205,1,300.96,300.96,Midwest,web
ORD0000046,ORD0000046-L3218,2026-02-12 09:00:00,CUST000196,PROD000218,3,78.42,235.26,Northeast,mobile
ORD0000046,ORD0000046-L2025,2026-02-12 09:00:00,CUST000196,PROD000025,2,376.39,752.78,Southeast,store
ORD0000046,ORD0000046-L2050,2026-02-12 09:00:00,CUST000196,PROD000050,2,326.62,653.24,West,web
ORD0000047,ORD0000047-L1022,2026-02-04 02:00:00,CUST000375,PROD000022,1,57.37,57.37,West,marketplace
ORD0000047,ORD0000047-L1202,2026-02-04 02:00:00,CUST000375,PROD000202,1,389.02,389.02,Southeast,store
ORD0000047,ORD0000047-L1244,2026-02-04 02:00:00,CUST000375,PROD000244,1,389.75,389.75,Northeast,store
ORD0000048,ORD0000048-L2233,2026-02-10 07:00:00,CUST000428,PROD000233,2,366.8,733.6,Northeast,mobile
ORD0000048,ORD0000048-L1243,2026-02-10 07:00:00,CUST000428,PROD000243,1,214.25,214.25,West,marketplace
ORD0000048,ORD0000048-L3118,2026-02-10 07:00:00,CUST000428,PROD000118,3,303.49,910.47,West,mobile
ORD0000049,ORD0000049-L3094,2026-02-03 03:00:00,CUST000270,PROD000094,3,68.78,206.34,West,web
ORD0000049,ORD0000049-L2130,2026-02-03 03:00:00,CUST000270,PROD000130,2,392.08,784.16,Southeast,marketplace
ORD0000050,ORD0000050-L3150,2026-04-18 15:00:00,CUST000232,PROD000150,3,468.24,1404.72,Northeast,mobile
ORD0000050,ORD0000050-L2064,2026-04-18 15:00:00,CUST000232,PROD000064,2,312.11,624.22,West,store
ORD0000050,ORD0000050-L2057,2026-04-18 15:00:00,CUST000232,PROD000057,2,401.58,803.16,West,store
ORD0000050,ORD0000050-L3158,2026-04-18 15:00:00,CUST000232,PROD000158,3,98.14,294.42,Northeast,web
ORD0000051,ORD0000051-L1200,2026-01-24 23:00:00,CUST000491,PROD000200,1,358.34,358.34,Northeast,web
ORD0000051,ORD0000051-L2248,2026-01-24 23:00:00,CUST000491,PROD000248,2,313.91,627.82,West,mobile
ORD0000051,ORD0000051-L2096,2026-01-24 23:00:00,CUST000491,PROD000096,2,102.01,204.02,Midwest,store
ORD0000052,ORD0000052-L1016,2026-04-03 14:00:00,CUST000233,PROD000016,1,368.94,368.94,Northeast,mobile
ORD0000052,ORD0000052-L3160,2026-04-03 14:00:00,CUST000233,PROD000160,3,68.78,206.34,Midwest,marketplace
ORD0000052,ORD0000052-L1010,2026-04-03 14:00:00,CUST000233,PROD000010,1,123.55,123.55,West,store
ORD0000052,ORD0000052-L1218,2026-04-03 14:00:00,CUST000233,PROD000218,1,78.42,78.42,Southeast,web
ORD0000053,ORD0000053-L3063,2026-04-14 16:00:00,CUST000060,PROD000063,3,295.42,886.26,Midwest,mobile
ORD0000053,ORD0000053-L1148,2026-04-14 16:00:00,CUST000060,PROD000148,1,141.55,141.55,Midwest,mobile
ORD0000054,ORD0000054-L1212,2026-03-11 19:00:00,CUST000015,PROD000212,1,184.3,184.3,West,web
ORD0000055,ORD0000055-L1058,2026-03-24 09:00:00,CUST000009,PROD000058,1,277.72,277.72,Northeast,mobile
ORD0000056,ORD0000056-L3182,2026-01-26 04:00:00,CUST000109,PROD000182,3,245.52,736.56,Northeast,store
ORD0000056,ORD0000056-L3139,2026-01-26 04:00:00,CUST000109,PROD000139,3,411.02,1233.06,Southeast,store
ORD0000056,ORD0000056-L1204,2026-01-26 04:00:00,CUST000109,PROD000204,1,427.99,427.99,West,marketplace
ORD0000056,ORD0000056-L2064,2026-01-26 04:00:00,CUST000109,PROD000064,2,280.9,561.8,West,mobile
ORD0000057,ORD0000057-L1204,2026-02-15 03:00:00,CUST000412,PROD000204,1,405.47,405.47,Southeast,marketplace
ORD0000057,ORD0000057-L1197,2026-02-15 03:00:00,CUST000412,PROD000197,1,385.6,385.6,West,mobile
ORD0000058,ORD0000058-L3218,2026-04-20 16:00:00,CUST000403,PROD000218,3,78.42,235.26,West,marketplace
ORD0000058,ORD0000058-L2009,2026-04-20 16:00:00,CUST000403,PROD000009,2,344.86,689.72,Southeast,mobile
ORD0000058,ORD0000058-L1153,2026-04-20 16:00:00,CUST000403,PROD000153,1,378.26,378.26,Northeast,store
ORD0000058,ORD0000058-L3214,2026-04-20 16:00:00,CUST000403,PROD000214,3,116.45,349.35,Northeast,marketplace
ORD0000059,ORD0000059-L3167,2026-03-07 09:00:00,CUST000143,PROD000167,3,162.46,487.38,Southeast,mobile
ORD0000059,ORD0000059-L1097,2026-03-07 09:00:00,CUST000143,PROD000097,1,357.09,357.09,West,mobile
ORD0000059,ORD0000059-L3164,2026-03-07 09:00:00,CUST000143,PROD000164,3,16.77,50.31,Northeast,mobile
ORD0000060,ORD0000060-L2166,2026-04-15 03:00:00,CUST000197,PROD000166,2,247.4,494.8,Southeast,marketplace
ORD0000060,ORD0000060-L1067,2026-04-15 03:00:00,CUST000197,PROD000067,1,168.36,168.36,Northeast,marketplace
ORD0000060,ORD0000060-L2003,2026-04-15 03:00:00,CUST000197,PROD000003,2,260.14,520.28,Midwest,marketplace
ORD0000061,ORD0000061-L1049,2026-02-05 08:00:00,CUST000492,PROD000049,1,151.94,151.94,Midwest,store
ORD0000062,ORD0000062-L1138,2026-02-12 06:00:00,CUST000432,PROD000138,1,292.49,292.49,Midwest,mobile
ORD0000062,ORD0000062-L1069,2026-02-12 06:00:00,CUST000432,PROD000069,1,122.54,122.54,Northeast,marketplace
ORD0000062,ORD0000062-L1078,2026-02-12 06:00:00,CUST000432,PROD000078,1,23.07,23.07,Midwest,mobile
ORD0000063,ORD0000063-L3113,2026-03-03 13:00:00,CUST000013,PROD000113,3,27.45,82.35,Southeast,mobile
ORD0000063,ORD0000063-L2215,2026-03-03 13:00:00,CUST000013,PROD000215,2,235.15,470.3,West,store
ORD0000063,ORD0000063-L1100,2026-03-03 13:00:00,CUST000013,PROD000100,1,183.97,183.97,Northeast,web
ORD0000063,ORD0000063-L2239,2026-03-03 13:00:00,CUST000013,PROD000239,2,312.98,625.96,Northeast,web
ORD0000064,ORD0000064-L2083,2026-03-08 10:00:00,CUST000385,PROD000083,2,194.83,389.66,Northeast,store
ORD0000064,ORD0000064-L1236,2026-03-08 10:00:00,CUST000385,PROD000236,1,113.53,113.53,West,store
ORD0000064,ORD0000064-L1214,2026-03-08 10:00:00,CUST000385,PROD000214,1,129.39,129.39,West,marketplace
ORD0000065,ORD0000065-L1216,2026-04-05 07:00:00,CUST000383,PROD000216,1,49.7,49.7,Northeast,store
ORD0000066,ORD0000066-L2086,2026-04-08 06:00:00,CUST000464,PROD000086,2,465.29,930.58,Northeast,marketplace
ORD0000066,ORD0000066-L2050,2026-04-08 06:00:00,CUST000464,PROD000050,2,344.76,689.52,Midwest,marketplace
ORD0000066,ORD0000066-L1079,2026-04-08 06:00:00,CUST000464,PROD000079,1,385.67,385.67,Northeast,marketplace
ORD0000066,ORD0000066-L3214,2026-04-08 06:00:00,CUST000464,PROD000214,3,122.92,368.76,Midwest,mobile
ORD0000067,ORD0000067-L1119,2026-04-08 15:00:00,CUST000259,PROD000119,1,296.78,296.78,Midwest,web
ORD0000067,ORD0000067-L2077,2026-04-08 15:00:00,CUST000259,PROD000077,2,145.53,291.06,Midwest,web
ORD0000067,ORD0000067-L2171,2026-04-08 15:00:00,CUST000259,PROD000171,2,198.19,396.38,Northeast,marketplace
ORD0000068,ORD0000068-L2012,2026-04-11 19:00:00,CUST000205,PROD000012,2,465.85,931.7,Southeast,web
ORD0000069,ORD0000069-L1043,2026-04-01 01:00:00,CUST000151,PROD000043,1,143.72,143.72,Southeast,web
ORD0000069,ORD0000069-L1123,2026-04-01 01:00:00,CUST000151,PROD000123,1,152.78,152.78,Southeast,web
ORD0000069,ORD0000069-L2127,2026-04-01 01:00:00,CUST000151,PROD000127,2,97.2,194.4,West,store
ORD0000069,ORD0000069-L2149,2026-04-01 01:00:00,CUST000151,PROD000149,2,319.41,638.82,Southeast,web
ORD0000070,ORD0000070-L2178,2026-02-10 23:00:00,CUST000030,PROD000178,2,225.58,451.16,West,store
ORD0000070,ORD0000070-L1183,2026-02-10 23:00:00,CUST000030,PROD000183,1,192.63,192.63,Southeast,mobile
ORD0000070,ORD0000070-L2097,2026-02-10 23:00:00,CUST000030,PROD000097,2,357.09,714.18,Southeast,mobile
ORD0000071,ORD0000071-L2226,2026-04-13 18:00:00,CUST000022,PROD000226,2,215.18,430.36,Northeast,marketplace
ORD0000071,ORD0000071-L2182,2026-04-13 18:00:00,CUST000022,PROD000182,2,272.8,545.6,Southeast,store
ORD0000071,ORD0000071-L3010,2026-04-13 18:00:00,CUST000022,PROD000010,3,111.19,333.57,Southeast,store
ORD0000072,ORD0000072-L3029,2026-02-14 23:00:00,CUST000226,PROD000029,3,474.02,1422.06,Midwest,web
ORD0000072,ORD0000072-L1110,2026-02-14 23:00:00,CUST000226,PROD000110,1,192.36,192.36,Midwest,mobile
ORD0000072,ORD0000072-L1182,2026-02-14 23:00:00,CUST000226,PROD000182,1,259.16,259.16,Southeast,mobile
ORD0000072,ORD0000072-L2001,2026-02-14 23:00:00,CUST000226,PROD000001,2,423.18,846.36,West,web
ORD0000073,ORD0000073-L1057,2026-04-09 12:00:00,CUST000396,PROD000057,1,381.5,381.5,Midwest,web
ORD0000073,ORD0000073-L3129,2026-04-09 12:00:00,CUST000396,PROD000129,3,113.29,339.87,Northeast,web
ORD0000073,ORD0000073-L2193,2026-04-09 12:00:00,CUST000396,PROD000193,2,491.13,982.26,Southeast,store
ORD0000073,ORD0000073-L3063,2026-04-09 12:00:00,CUST000396,PROD000063,3,311.83,935.49,Southeast,marketplace
ORD0000074,ORD0000074-L3181,2026-03-02 13:00:00,CUST000202,PROD000181,3,40.63,121.89,Northeast,web
ORD0000074,ORD0000074-L1240,2026-03-02 13:00:00,CUST000202,PROD000240,1,383.36,383.36,Southeast,mobile
ORD0000074,ORD0000074-L1128,2026-03-02 13:00:00,CUST000202,PROD000128,1,32.53,32.53,Southeast,store
ORD0000074,ORD0000074-L3141,2026-03-02 13:00:00,CUST000202,PROD000141,3,370.09,1110.27,Southeast,web
ORD0000075,ORD0000075-L2116,2026-02-14 05:00:00,CUST000156,PROD000116,2,216.82,433.64,Northeast,marketplace
ORD0000076,ORD0000076-L1005,2026-02-18 06:00:00,CUST000326,PROD000005,1,287.42,287.42,Northeast,store
ORD0000076,ORD0000076-L2047,2026-02-18 06:00:00,CUST000326,PROD000047,2,139.45,278.9,Southeast,web
ORD0000076,ORD0000076-L3112,2026-02-18 06:00:00,CUST000326,PROD000112,3,222.51,667.53,West,store
ORD0000077,ORD0000077-L3029,2026-03-11 19:00:00,CUST000330,PROD000029,3,474.02,1422.06,West,store
ORD0000077,ORD0000077-L3192,2026-03-11 19:00:00,CUST000330,PROD000192,3,479.59,1438.77,Northeast,marketplace
ORD0000078,ORD0000078-L3240,2026-01-31 16:00:00,CUST000433,PROD000240,3,403.54,1210.62,Northeast,mobile
ORD0000078,ORD0000078-L1244,2026-01-31 16:00:00,CUST000433,PROD000244,1,433.06,433.06,West,web
ORD0000078,ORD0000078-L2246,2026-01-31 16:00:00,CUST000433,PROD000246,2,97.95,195.9,Midwest,web
ORD0000078,ORD0000078-L1020,2026-01-31 16:00:00,CUST000433,PROD000020,1,487.62,487.62,Midwest,marketplace
ORD0000079,ORD0000079-L3225,2026-04-07 02:00:00,CUST000484,PROD000225,3,396.26,1188.78,West,store
ORD0000079,ORD0000079-L2167,2026-04-07 02:00:00,CUST000484,PROD000167,2,171.01,342.02,Midwest,web
ORD0000079,ORD0000079-L3041,2026-04-07 02:00:00,CUST000484,PROD000041,3,19.24,57.72,Midwest,web
ORD0000080,ORD0000080-L2086,2026-03-11 22:00:00,CUST000324,PROD000086,2,418.76,837.52,Northeast,marketplace
ORD0000080,ORD0000080-L3049,2026-03-11 22:00:00,CUST000324,PROD000049,3,151.94,455.82,West,mobile
ORD0000080,ORD0000080-L2141,2026-03-11 22:00:00,CUST000324,PROD000141,2,350.61,701.22,West,mobile
ORD0000081,ORD0000081-L3156,2026-04-02 16:00:00,CUST000370,PROD000156,3,78.82,236.46,Southeast,mobile
ORD0000081,ORD0000081-L1222,2026-04-02 16:00:00,CUST000370,PROD000222,1,186.2,186.2,Midwest,marketplace
ORD0000082,ORD0000082-L2211,2026-02-15 08:00:00,CUST000201,PROD000211,2,258.86,517.72,Midwest,web
ORD0000083,ORD0000083-L1086,2026-03-25 06:00:00,CUST000203,PROD000086,1,465.29,465.29,Midwest,web
ORD0000084,ORD0000084-L1049,2026-02-13 06:00:00,CUST000038,PROD000049,1,144.34,144.34,West,store
ORD0000084,ORD0000084-L1021,2026-02-13 06:00:00,CUST000038,PROD000021,1,24.92,24.92,Southeast,store
ORD0000085,ORD0000085-L2102,2026-04-07 02:00:00,CUST000442,PROD000102,2,110.39,220.78,Northeast,store
ORD0000085,ORD0000085-L3159,2026-04-07 02:00:00,CUST000442,PROD000159,3,372.34,1117.02,Midwest,marketplace
ORD0000086,ORD0000086-L3002,2026-03-05 17:00:00,CUST000324,PROD000002,3,440.58,1321.74,Northeast,web
ORD0000086,ORD0000086-L1205,2026-03-05 17:00:00,CUST000324,PROD000205,1,285.91,285.91,Southeast,marketplace
ORD0000087,ORD0000087-L2085,2026-03-26 02:00:00,CUST000332,PROD000085,2,394.53,789.06,West,mobile
ORD0000088,ORD0000088-L3123,2026-03-08 04:00:00,CUST000190,PROD000123,3,161.26,483.78,West,marketplace
ORD0000088,ORD0000088-L3048,2026-03-08 04:00:00,CUST000190,PROD000048,3,344.88,1034.64,Midwest,web
ORD0000088,ORD0000088-L1182,2026-03-08 04:00:00,CUST000190,PROD000182,1,272.8,272.8,West,mobile
ORD0000089,ORD0000089-L1109,2026-03-10 00:00:00,CUST000297,PROD000109,1,280.87,280.87,West,mobile
ORD0000089,ORD0000089-L2183,2026-03-10 00:00:00,CUST000297,PROD000183,2,173.37,346.74,West,web
ORD0000089,ORD0000089-L2177,2026-03-10 00:00:00,CUST000297,PROD000177,2,33.98,67.96,West,web
ORD0000089,ORD0000089-L1147,2026-03-10 00:00:00,CUST000297,PROD000147,1,247.63,247.63,Northeast,mobile
ORD0000090,ORD0000090-L2015,2026-03-13 02:00:00,CUST000078,PROD000015,2,313.83,627.66,Midwest,web
ORD0000090,ORD0000090-L3122,2026-03-13 02:00:00,CUST000078,PROD000122,3,189.17,567.51,Midwest,marketplace
ORD0000090,ORD0000090-L1136,2026-03-13 02:00:00,CUST000078,PROD000136,1,117.98,117.98,West,web
ORD0000090,ORD0000090-L3203,2026-03-13 02:00:00,CUST000078,PROD000203,3,335.95,1007.85,Northeast,web
