snapshot_date,product_id,on_hand_qty,reorder_point,region
2026-01-24,PROD000130,32,69,West
2026-01-24,PROD000175,6,30,Midwest
2026-01-25,PROD000222,221,62,Northeast
2026-01-25,PROD000084,124,53,Northeast
2026-01-25,PROD000250,26,44,Midwest
2026-01-25,PROD000047,143,21,Southeast
2026-01-25,PROD000162,206,28,Midwest
2026-01-25,PROD000227,180,46,Southeast
2026-01-25,PROD000003,179,35,West
2026-01-25,PROD000121,230,52,West
2026-01-25,PROD000240,167,26,Southeast
2026-01-25,PROD000102,223,41,Northeast
2026-01-25,PROD000005,219,53,Midwest
2026-01-25,PROD000125,175,58,Northeast
2026-01-25,PROD000002,155,55,Southeast
2026-01-25,PROD000239,191,41,Southeast
2026-01-25,PROD000049,188,34,Midwest
2026-01-25,PROD000089,87,64,Northeast
2026-01-25,PROD000068,218,17,West
2026-01-25,PROD000207,63,34,Midwest
2026-01-25,PROD000063,88,19,West
2026-01-25,PROD000116,170,49,Midwest
2026-01-25,PROD000015,68,69,Northeast
2026-01-25,PROD000093,207,16,Southeast
2026-01-25,PROD000233,238,30,Southeast
2026-01-25,PROD000034,126,47,Midwest
2026-01-25,PROD000025,143,21,West
2026-01-25,PROD000064,195,65,West
2026-01-25,PROD000163,209,65,Northeast
2026-01-25,PROD000008,214,28,Midwest
2026-01-25,PROD000098,163,60,West
2026-01-25,PROD000139,27,37,Northeast
2026-01-25,PROD000013,214,17,West
2026-01-25,PROD000205,175,32,Northeast
2026-01-25,PROD000214,233,16,Southeast
2026-01-25,PROD000057,109,19,Northeast
2026-01-25,PROD000106,175,51,Midwest
2026-01-25,PROD000142,207,35,Midwest
2026-01-25,PROD000023,59,36,Midwest
2026-01-25,PROD000202,109,48,Northeast
2026-01-25,PROD000028,68,36,Midwest
2026-01-25,PROD000189,153,33,Southeast
2026-01-25,PROD000021,37,31,Northeast
2026-01-25,PROD000101,229,32,West
2026-01-25,PROD000223,217,52,West
2026-01-25,PROD000074,189,57,Southeast
2026-01-25,PROD000099,6,58,Midwest
2026-01-25,PROD000058,168,51,Southeast
2026-01-25,PROD000246,122,32,Northeast
2026-01-25,PROD000160,13,42,West
2026-01-25,PROD000197,30,53,Midwest
2026-01-25,PROD000112,172,57,Southeast
2026-01-25,PROD000137,32,28,Midwest
2026-01-25,PROD000249,67,44,Southeast
2026-01-25,PROD000156,139,60,Midwest
2026-01-25,PROD000100,209,28,Northeast
2026-01-25,PROD000031,42,55,Northeast
2026-01-25,PROD000211,186,18,Midwest
2026-01-25,PROD000110,113,60,Northeast
2026-01-25,PROD000127,222,49,Northeast
2026-01-25,PROD000007,63,21,Southeast
2026-01-25,PROD000126,80,33,West
2026-01-25,PROD000135,155,36,Northeast
2026-01-25,PROD000140,139,53,Northeast
2026-01-25,PROD000088,111,69,Midwest
2026-01-25,PROD000185,26,42,Southeast
2026-01-25,PROD000111,35,45,Southeast
2026-01-25,PROD000011,50,23,West
2026-01-25,PROD000022,149,38,Northeast
2026-01-25,PROD000114,24,24,West
2026-01-25,PROD000108,125,58,Northeast
2026-01-25,PROD000192,160,65,West
2026-01-25,PROD000017,148,56,West
2026-01-25,PROD000035,169,26,Midwest
2026-01-25,PROD000247,141,54,Southeast
2026-01-25,PROD000016,169,62,Midwest
2026-01-25,PROD000065,179,65,West
2026-01-25,PROD000091,164,64,Southeast
2026-01-25,PROD000221,135,49,Midwest
2026-01-25,PROD000245,225,15,Northeast
2026-01-25,PROD000168,13,18,Northeast
2026-01-25,PROD000179,10,54,Northeast
2026-01-25,PROD000113,173,52,Southeast
2026-01-25,PROD000090,106,34,Midwest
2026-01-25,PROD000104,222,61,Southeast
2026-01-25,PROD000235,29,48,Southeast
2026-01-25,PROD000219,160,29,West
2026-01-25,PROD000146,189,29,Northeast
2026-01-25,PROD000145,70,30,Midwest
2026-01-25,PROD000010,181,27,West
2026-01-25,PROD000042,70,52,Midwest
2026-01-25,PROD000039,129,21,Southeast
2026-01-25,PROD000141,139,42,Northeast
2026-01-25,PROD000164,117,25,West
2026-01-25,PROD000232,89,44,West
2026-01-25,PROD000208,144,47,Northeast
2026-01-25,PROD000014,5,21,Southeast
2026-01-25,PROD000177,115,35,Southeast
2026-01-25,PROD000020,221,47,Northeast
2026-01-25,PROD000191,145,48,West
2026-01-25,PROD000095,72,40,Midwest
2026-01-25,PROD000218,112,17,Northeast
2026-01-25,PROD000237,26,55,Northeast
2026-01-25,PROD000147,229,20,Southeast
2026-01-25,PROD000174,112,50,West
2026-01-25,PROD000195,239,47,West
2026-01-25,PROD000040,104,49,Northeast
2026-01-25,PROD000055,83,57,West
2026-01-25,PROD000082,31,18,Northeast
2026-01-25,PROD000046,79,30,Northeast
2026-01-25,PROD000096,121,67,Northeast
2026-01-25,PROD000103,151,57,Northeast
2026-01-25,PROD000105,133,67,West
2026-01-25,PROD000056,227,54,Northeast
2026-01-25,PROD000076,157,31,Southeast
2026-01-25,PROD000210,182,60,West
2026-01-25,PROD000182,200,65,Southeast
2026-01-25,PROD000006,26,54,West
2026-01-25,PROD000159,30,67,Southeast
2026-01-25,PROD000136,193,37,Northeast
2026-01-25,PROD000130,21,44,West
2026-01-25,PROD000045,197,44,Midwest
2026-01-26,PROD000219,228,31,Southeast
2026-01-26,PROD000216,187,45,Southeast
2026-01-26,PROD000248,52,19,Northeast
2026-01-26,PROD000002,26,54,Midwest
2026-01-26,PROD000098,169,64,West
2026-01-26,PROD000116,19,39,Midwest
2026-01-26,PROD000006,131,65,Southeast
2026-01-26,PROD000190,27,29,Midwest
2026-01-26,PROD000237,115,34,West
2026-01-26,PROD000054,85,58,Southeast
2026-01-26,PROD000170,13,32,Northeast
2026-01-26,PROD000153,59,58,Southeast
2026-01-26,PROD000195,209,60,West
2026-01-26,PROD000081,19,62,West
2026-01-26,PROD000003,136,29,Northeast
2026-01-26,PROD000183,20,21,Midwest
2026-01-26,PROD000115,93,31,Midwest
2026-01-26,PROD000020,224,35,Midwest
2026-01-26,PROD000234,15,24,Northeast
2026-01-26,PROD000079,91,34,Southeast
2026-01-26,PROD000198,109,64,Midwest
2026-01-26,PROD000243,83,29,West
2026-01-26,PROD000178,37,62,Midwest
2026-01-26,PROD000185,82,47,Northeast
2026-01-26,PROD000108,136,20,Northeast
2026-01-26,PROD000175,100,65,Midwest
2026-01-26,PROD000050,54,38,West
2026-01-26,PROD000176,9,23,Southeast
2026-01-26,PROD000197,140,16,West
2026-01-26,PROD000128,100,48,West
2026-01-26,PROD000181,217,42,Southeast
2026-01-26,PROD000158,183,54,Midwest
2026-01-26,PROD000142,180,33,Northeast
2026-01-26,PROD000011,48,59,Midwest
2026-01-26,PROD000047,4,48,Southeast
2026-01-26,PROD000019,232,65,West
2026-01-26,PROD000167,99,68,Midwest
2026-01-26,PROD000096,153,23,West
2026-01-26,PROD000192,232,47,Midwest
2026-01-26,PROD000166,79,60,Southeast
2026-01-26,PROD000070,82,31,West
2026-01-26,PROD000063,0,68,West
2026-01-26,PROD000184,161,19,Southeast
2026-01-26,PROD000076,236,50,Northeast
2026-01-26,PROD000182,232,24,Southeast
2026-01-26,PROD000162,25,25,West
2026-01-26,PROD000205,167,64,Northeast
2026-01-26,PROD000174,116,22,West
2026-01-26,PROD000053,100,18,Southeast
2026-01-26,PROD000023,5,64,West
2026-01-26,PROD000144,149,41,West
2026-01-26,PROD000154,57,48,Midwest
2026-01-26,PROD000193,149,68,West
2026-01-26,PROD000222,204,18,Midwest
2026-01-26,PROD000028,87,37,Southeast
2026-01-26,PROD000130,213,63,Southeast
2026-01-26,PROD000010,31,31,West
2026-01-26,PROD000149,6,35,Northeast
2026-01-26,PROD000117,199,36,Midwest
2026-01-26,PROD000071,223,50,Southeast
2026-01-26,PROD000113,203,32,Southeast
2026-01-26,PROD000136,19,42,Southeast
2026-01-26,PROD000186,116,23,West
2026-01-26,PROD000009,168,35,West
2026-01-26,PROD000179,172,61,Northeast
2026-01-26,PROD000147,108,15,Southeast
2026-01-26,PROD000059,78,57,Midwest
2026-01-26,PROD000227,61,34,Southeast
2026-01-26,PROD000203,37,24,Southeast
2026-01-26,PROD000068,173,37,Northeast
2026-01-26,PROD000220,41,58,West
2026-01-26,PROD000160,226,61,West
2026-01-26,PROD000062,10,43,Midwest
2026-01-26,PROD000230,168,33,Midwest
2026-01-26,PROD000046,37,19,Midwest
2026-01-26,PROD000187,162,39,Northeast
2026-01-26,PROD000001,199,25,West
2026-01-26,PROD000080,56,23,West
2026-01-26,PROD000156,161,20,Northeast
2026-01-26,PROD000242,3,65,Southeast
2026-01-26,PROD000082,187,66,Southeast
2026-01-26,PROD000094,220,25,Northeast
2026-01-26,PROD000022,201,45,West
2026-01-26,PROD000092,10,49,Southeast
2026-01-26,PROD000245,209,54,Midwest
2026-01-26,PROD000169,185,52,West
2026-01-26,PROD000209,72,18,Northeast
2026-01-26,PROD000119,55,43,Northeast
2026-01-26,PROD000207,11,52,West
2026-01-26,PROD000077,19,69,Southeast
2026-01-26,PROD000037,88,67,West
2026-01-26,PROD000231,148,21,Southeast
2026-01-26,PROD000043,195,37,Northeast
2026-01-26,PROD000152,4,52,Northeast
2026-01-26,PROD000161,89,38,Northeast
2026-01-26,PROD000236,25,15,West
2026-01-26,PROD000100,89,15,Southeast
2026-01-26,PROD000055,121,59,Northeast
2026-01-26,PROD000025,142,30,Southeast
2026-01-26,PROD000072,17,68,Northeast
2026-01-26,PROD000233,62,45,Midwest
2026-01-26,PROD000012,98,35,Northeast
2026-01-26,PROD000099,74,19,Northeast
2026-01-26,PROD000041,2,19,Southeast
2026-01-26,PROD000097,133,37,Northeast
2026-01-26,PROD000249,75,38,West
2026-01-26,PROD000212,28,54,Northeast
2026-01-26,PROD000014,212,41,Northeast
2026-01-26,PROD000083,99,44,Southeast
2026-01-26,PROD000206,117,19,Northeast
2026-01-26,PROD000090,232,15,Midwest
2026-01-26,PROD000215,31,33,Midwest
2026-01-26,PROD000036,10,23,Northeast
2026-01-26,PROD000201,207,56,Southeast
2026-01-26,PROD000138,108,61,West
2026-01-26,PROD000134,60,56,Midwest
2026-01-26,PROD000241,44,38,Southeast
2026-01-26,PROD000194,80,44,Southeast
2026-01-26,PROD000048,218,34,Southeast
2026-01-26,PROD000069,105,65,Midwest
2026-01-27,PROD000143,96,61,Southeast
2026-01-27,PROD000200,42,49,Southeast
2026-01-27,PROD000242,195,19,Southeast
2026-01-27,PROD000238,45,59,Southeast
2026-01-27,PROD000193,195,60,Northeast
2026-01-27,PROD000236,75,49,Northeast
2026-01-27,PROD000119,34,27,Midwest
2026-01-27,PROD000146,137,30,Southeast
2026-01-27,PROD000024,128,37,West
2026-01-27,PROD000241,209,62,West
2026-01-27,PROD000150,101,25,West
2026-01-27,PROD000058,206,56,West
2026-01-27,PROD000232,232,47,Southeast
2026-01-27,PROD000133,215,17,Midwest
2026-01-27,PROD000103,30,52,Midwest
2026-01-27,PROD000030,56,24,Southeast
2026-01-27,PROD000039,39,18,Midwest
2026-01-27,PROD000028,51,36,Midwest
2026-01-27,PROD000086,108,20,Northeast
2026-01-27,PROD000111,184,33,Midwest
2026-01-27,PROD000065,87,40,Northeast
2026-01-27,PROD000187,155,16,Midwest
2026-01-27,PROD000011,75,25,West
2026-01-27,PROD000104,88,24,West
2026-01-27,PROD000052,168,20,West
2026-01-27,PROD000014,32,61,Southeast
2026-01-27,PROD000037,179,29,Northeast
2026-01-27,PROD000159,66,23,Northeast
2026-01-27,PROD000013,115,48,West
2026-01-27,PROD000115,159,38,Southeast
2026-01-27,PROD000097,68,21,Southeast
2026-01-27,PROD000233,61,46,Northeast
2026-01-27,PROD000188,44,24,Midwest
2026-01-27,PROD000154,138,60,Midwest
2026-01-27,PROD000081,207,60,Southeast
2026-01-27,PROD000038,55,68,Midwest
2026-01-27,PROD000225,11,34,Northeast
2026-01-27,PROD000021,87,43,Midwest
2026-01-27,PROD000161,62,38,Northeast
2026-01-27,PROD000226,201,62,Northeast
2026-01-27,PROD000085,39,19,West
2026-01-27,PROD000157,156,30,Midwest
2026-01-27,PROD000176,36,41,Midwest
2026-01-27,PROD000203,6,44,Southeast
2026-01-27,PROD000196,171,51,Southeast
2026-01-27,PROD000229,3,64,Southeast
2026-01-27,PROD000173,121,59,Southeast
2026-01-27,PROD000017,213,60,West
2026-01-27,PROD000167,105,58,Northeast
2026-01-27,PROD000209,38,33,Southeast
2026-01-27,PROD000083,95,19,Northeast
2026-01-27,PROD000049,74,24,Southeast
2026-01-27,PROD000231,232,67,Southeast
2026-01-27,PROD000009,63,67,Northeast
2026-01-27,PROD000210,22,27,Southeast
2026-01-27,PROD000088,46,69,Northeast
2026-01-27,PROD000016,24,30,Midwest
2026-01-27,PROD000055,6,66,Northeast
2026-01-27,PROD000002,127,53,West
2026-01-27,PROD000224,95,32,Midwest
2026-01-27,PROD000057,98,40,Southeast
2026-01-27,PROD000079,134,53,Southeast
2026-01-27,PROD000069,47,50,Midwest
2026-01-27,PROD000063,69,33,Midwest
2026-01-27,PROD000213,194,66,Northeast
2026-01-27,PROD000066,210,63,Midwest
2026-01-27,PROD000182,233,37,West
2026-01-27,PROD000168,4,68,Southeast
2026-01-27,PROD000094,147,46,Midwest
2026-01-27,PROD000153,116,54,Northeast
2026-01-27,PROD000152,42,28,Southeast
2026-01-27,PROD000195,232,37,Southeast
2026-01-27,PROD000051,160,61,West
2026-01-27,PROD000006,191,47,West
2026-01-27,PROD000147,123,60,Southeast
2026-01-27,PROD000003,79,67,Southeast
2026-01-27,PROD000199,88,65,Midwest
2026-01-27,PROD000219,40,20,West
2026-01-27,PROD000067,160,63,Midwest
2026-01-27,PROD000132,147,53,West
2026-01-27,PROD000089,6,27,Midwest
2026-01-27,PROD000135,187,49,Northeast
2026-01-27,PROD000141,39,27,Southeast
2026-01-27,PROD000247,130,24,Northeast
2026-01-27,PROD000053,61,28,Southeast
2026-01-27,PROD000122,1,45,West
2026-01-27,PROD000223,157,49,Southeast
2026-01-27,PROD000007,2,31,Southeast
2026-01-27,PROD000032,138,39,Northeast
2026-01-27,PROD000044,141,59,Midwest
2026-01-27,PROD000228,107,16,Southeast
2026-01-27,PROD000046,45,62,Northeast
2026-01-27,PROD000082,47,35,Northeast
2026-01-27,PROD000128,210,21,Midwest
2026-01-27,PROD000064,166,22,Midwest
2026-01-27,PROD000239,186,21,West
2026-01-27,PROD000237,69,28,West
2026-01-27,PROD000142,229,27,Southeast
2026-01-27,PROD000181,98,52,Southeast
2026-01-27,PROD000175,97,43,Southeast
2026-01-27,PROD000243,229,22,Midwest
2026-01-27,PROD000109,66,30,Southeast
2026-01-27,PROD000123,219,69,Southeast
2026-01-27,PROD000217,223,36,Southeast
2026-01-27,PROD000105,80,39,Midwest
2026-01-27,PROD000227,219,51,Northeast
2026-01-27,PROD000107,161,63,Southeast
2026-01-27,PROD000221,232,42,Southeast
2026-01-27,PROD000023,113,47,Northeast
2026-01-27,PROD000040,236,52,Northeast
2026-01-27,PROD000171,51,50,West
2026-01-27,PROD000166,32,61,Midwest
2026-01-27,PROD000062,223,24,Northeast
2026-01-27,PROD000025,222,20,Northeast
2026-01-27,PROD000174,68,47,Midwest
2026-01-27,PROD000042,161,59,Northeast
2026-01-27,PROD000198,101,50,Midwest
2026-01-27,PROD000101,63,57,Midwest
2026-01-27,PROD000041,111,60,Northeast
2026-01-27,PROD000138,158,39,Midwest
2026-01-28,PROD000031,19,30,West
2026-01-28,PROD000175,211,35,Northeast
2026-01-28,PROD000143,146,30,Northeast
2026-01-28,PROD000001,35,60,Northeast
2026-01-28,PROD000043,173,69,Northeast
2026-01-28,PROD000080,89,63,Southeast
2026-01-28,PROD000113,83,56,Midwest
2026-01-28,PROD000016,29,15,West
2026-01-28,PROD000202,22,52,Midwest
2026-01-28,PROD000250,219,34,West
2026-01-28,PROD000052,223,68,Southeast
2026-01-28,PROD000195,175,66,Southeast
2026-01-28,PROD000039,99,48,West
2026-01-28,PROD000089,17,19,Northeast
2026-01-28,PROD000079,119,23,Southeast
2026-01-28,PROD000090,67,42,Southeast
2026-01-28,PROD000026,141,53,Southeast
2026-01-28,PROD000207,135,38,Northeast
2026-01-28,PROD000024,16,22,West
2026-01-28,PROD000226,70,43,Midwest
2026-01-28,PROD000012,85,43,West
2026-01-28,PROD000125,138,46,Southeast
2026-01-28,PROD000023,186,23,Northeast
2026-01-28,PROD000035,144,55,Northeast
2026-01-28,PROD000010,127,16,Midwest
2026-01-28,PROD000209,61,35,West
2026-01-28,PROD000045,223,38,Midwest
2026-01-28,PROD000018,16,68,Northeast
2026-01-28,PROD000029,77,54,West
2026-01-28,PROD000019,32,22,West
2026-01-28,PROD000056,162,20,Southeast
2026-01-28,PROD000033,55,36,Northeast
2026-01-28,PROD000219,140,41,Midwest
2026-01-28,PROD000245,219,65,Southeast
2026-01-28,PROD000182,192,35,Northeast
2026-01-28,PROD000002,102,15,Northeast
2026-01-28,PROD000232,157,38,Northeast
2026-01-28,PROD000105,114,68,Northeast
2026-01-28,PROD000098,41,22,Northeast
2026-01-28,PROD000003,192,41,West
2026-01-28,PROD000115,37,65,Northeast
2026-01-28,PROD000168,28,63,West
2026-01-28,PROD000123,186,53,West
2026-01-28,PROD000112,161,20,Southeast
2026-01-28,PROD000138,177,57,Southeast
2026-01-28,PROD000218,209,16,Northeast
2026-01-28,PROD000237,144,30,West
2026-01-28,PROD000022,202,38,Southeast
2026-01-28,PROD000131,144,43,Southeast
2026-01-28,PROD000063,218,45,Midwest
2026-01-28,PROD000117,116,27,Midwest
2026-01-28,PROD000215,61,65,West
2026-01-28,PROD000225,233,65,Midwest
2026-01-28,PROD000204,126,40,Northeast
2026-01-28,PROD000083,55,21,Midwest
2026-01-28,PROD000006,34,55,Southeast
2026-01-28,PROD000196,3,18,Northeast
2026-01-28,PROD000231,34,39,Midwest
2026-01-28,PROD000064,236,64,West
2026-01-28,PROD000075,70,50,West
2026-01-28,PROD000044,142,64,Northeast
2026-01-28,PROD000233,111,43,Southeast
2026-01-28,PROD000047,167,64,Midwest
2026-01-28,PROD000170,90,34,Southeast
2026-01-28,PROD000009,222,45,Northeast
2026-01-28,PROD000229,152,32,Midwest
2026-01-28,PROD000101,132,24,Southeast
2026-01-28,PROD000160,236,28,Southeast
2026-01-28,PROD000011,52,27,Midwest
2026-01-28,PROD000206,124,16,Midwest
2026-01-28,PROD000110,17,17,West
2026-01-28,PROD000191,119,29,Northeast
2026-01-28,PROD000200,21,31,West
2026-01-28,PROD000205,77,61,Northeast
2026-01-28,PROD000241,43,48,Midwest
2026-01-28,PROD000126,171,16,Northeast
2026-01-28,PROD000040,207,31,West
2026-01-28,PROD000248,110,44,Northeast
2026-01-28,PROD000111,182,58,Midwest
2026-01-28,PROD000150,139,58,Southeast
2026-01-28,PROD000060,231,19,Southeast
2026-01-28,PROD000135,134,34,West
2026-01-28,PROD000050,136,58,Southeast
2026-01-28,PROD000067,178,48,West
2026-01-28,PROD000124,130,16,West
2026-01-28,PROD000091,181,16,Midwest
2026-01-28,PROD000228,95,36,Southeast
2026-01-28,PROD000100,49,64,Northeast
2026-01-28,PROD000179,157,30,Southeast
2026-01-28,PROD000104,33,63,Southeast
2026-01-28,PROD000239,157,33,Northeast
2026-01-28,PROD000071,151,54,Midwest
2026-01-28,PROD000129,201,26,West
2026-01-28,PROD000103,95,63,Midwest
2026-01-28,PROD000121,210,26,Northeast
2026-01-28,PROD000141,72,39,Midwest
2026-01-28,PROD000173,12,47,Southeast
2026-01-28,PROD000055,238,64,Southeast
2026-01-28,PROD000007,152,40,Midwest
2026-01-28,PROD000038,42,61,Northeast
2026-01-28,PROD000116,208,49,Southeast
2026-01-28,PROD000146,230,52,Northeast
2026-01-28,PROD000190,122,51,Midwest
2026-01-28,PROD000028,201,63,West
2026-01-28,PROD000165,148,18,West
2026-01-28,PROD000102,8,18,Northeast
2026-01-28,PROD000086,51,54,Midwest
2026-01-28,PROD000128,128,23,West
2026-01-28,PROD000155,33,33,West
2026-01-28,PROD000243,49,23,Northeast
2026-01-28,PROD000159,141,55,Northeast
2026-01-28,PROD000193,67,18,West
2026-01-28,PROD000072,226,62,West
2026-01-28,PROD000076,137,48,West
2026-01-28,PROD000184,100,29,Southeast
2026-01-28,PROD000094,178,48,West
2026-01-28,PROD000127,17,51,West
2026-01-28,PROD000013,131,38,Northeast
2026-01-28,PROD000194,143,46,West
2026-01-28,PROD000096,171,23,West
2026-01-29,PROD000173,51,67,West
2026-01-29,PROD000182,83,58,West
2026-01-29,PROD000109,203,37,Midwest
2026-01-29,PROD000208,163,17,Midwest
2026-01-29,PROD000144,59,68,Midwest
2026-01-29,PROD000169,97,23,Northeast
2026-01-29,PROD000132,46,58,Midwest
2026-01-29,PROD000214,29,68,Midwest
2026-01-29,PROD000242,210,59,Northeast
2026-01-29,PROD000139,39,66,West
2026-01-29,PROD000196,35,53,Southeast
2026-01-29,PROD000103,228,24,Midwest
2026-01-29,PROD000057,115,47,Southeast
2026-01-29,PROD000017,25,67,Midwest
2026-01-29,PROD000140,168,54,West
2026-01-29,PROD000230,204,32,Midwest
2026-01-29,PROD000225,85,15,Northeast
2026-01-29,PROD000040,193,17,Southeast
2026-01-29,PROD000237,106,33,Midwest
2026-01-29,PROD000113,65,56,Midwest
2026-01-29,PROD000016,88,34,West
2026-01-29,PROD000170,196,25,Southeast
2026-01-29,PROD000126,209,21,Southeast
2026-01-29,PROD000114,143,63,Midwest
2026-01-29,PROD000070,229,16,Northeast
2026-01-29,PROD000193,151,61,Southeast
2026-01-29,PROD000165,30,46,Southeast
2026-01-29,PROD000080,7,53,Midwest
2026-01-29,PROD000152,202,46,West
2026-01-29,PROD000197,146,54,Midwest
2026-01-29,PROD000210,198,25,Southeast
2026-01-29,PROD000015,14,21,Northeast
2026-01-29,PROD000116,206,69,Midwest
2026-01-29,PROD000013,76,43,West
2026-01-29,PROD000024,4,58,Southeast
2026-01-29,PROD000188,169,57,Southeast
2026-01-29,PROD000215,141,35,Midwest
2026-01-29,PROD000168,232,31,Northeast
2026-01-29,PROD000067,12,22,Southeast
2026-01-29,PROD000117,121,43,Southeast
2026-01-29,PROD000105,178,37,Southeast
2026-01-29,PROD000049,224,17,Southeast
2026-01-29,PROD000243,127,31,Midwest
2026-01-29,PROD000204,206,60,Northeast
2026-01-29,PROD000037,206,61,West
2026-01-29,PROD000149,121,35,Midwest
2026-01-29,PROD000195,79,38,Southeast
2026-01-29,PROD000241,63,53,Northeast
2026-01-29,PROD000229,55,69,West
2026-01-29,PROD000121,140,17,Southeast
2026-01-29,PROD000006,94,30,West
2026-01-29,PROD000207,219,45,West
2026-01-29,PROD000047,147,18,Midwest
2026-01-29,PROD000216,205,16,Southeast
2026-01-29,PROD000131,144,41,Southeast
